Start Date,End Date,Visitor/Neutral,Home/Neutral
2010-12-22,2010-12-24,Cleveland Cavaliers,Atlanta Hawks
2010-12-22,2010-12-24,Detroit Pistons,Toronto Raptors
2010-12-22,2010-12-24,Chicago Bulls,Washington Wizards
2010-12-22,2010-12-24,Philadelphia 76ers,Boston Celtics
2010-12-22,2010-12-24,Oklahoma City Thunder,New York Knicks
2010-12-22,2010-12-24,Utah Jazz,Minnesota Timberwolves
2010-12-22,2010-12-24,New Jersey Nets,New Orleans Hornets
2010-12-22,2010-12-24,Denver Nuggets,San Antonio Spurs
2010-12-22,2010-12-24,Houston Rockets,Los Angeles Clippers
2010-12-23,2010-12-25,San Antonio Spurs,Orlando Magic
2010-12-23,2010-12-25,Milwaukee Bucks,Sacramento Kings
2010-12-23,2010-12-25,Miami Heat,Phoenix Suns
2010-12-25,2010-12-27,Chicago Bulls,New York Knicks
2010-12-25,2010-12-27,Boston Celtics,Orlando Magic
2010-12-25,2010-12-27,Miami Heat,Los Angeles Lakers
2010-12-25,2010-12-27,Denver Nuggets,Oklahoma City Thunder
2010-12-25,2010-12-27,Portland Trail Blazers,Golden State Warriors
2010-12-26,2010-12-28,Phoenix Suns,Los Angeles Clippers
2010-12-26,2010-12-28,Minnesota Timberwolves,Cleveland Cavaliers
2010-12-26,2010-12-28,Chicago Bulls,Detroit Pistons
2010-12-26,2010-12-28,Memphis Grizzlies,Indiana Pacers
2010-12-26,2010-12-28,Atlanta Hawks,New Orleans Hornets
2010-12-26,2010-12-28,Washington Wizards,San Antonio Spurs
2010-12-26,2010-12-28,Philadelphia 76ers,Denver Nuggets
2010-12-27,2010-12-29,Detroit Pistons,Charlotte Bobcats
2010-12-27,2010-12-29,Orlando Magic,New Jersey Nets
2010-12-27,2010-12-29,Toronto Raptors,Memphis Grizzlies
2010-12-27,2010-12-29,Atlanta Hawks,Milwaukee Bucks
2010-12-27,2010-12-29,New Orleans Hornets,Minnesota Timberwolves
2010-12-27,2010-12-29,Dallas Mavericks,Oklahoma City Thunder
2010-12-27,2010-12-29,Washington Wizards,Houston Rockets
2010-12-27,2010-12-29,Portland Trail Blazers,Utah Jazz
2010-12-27,2010-12-29,Los Angeles Clippers,Sacramento Kings
2010-12-27,2010-12-29,Philadelphia 76ers,Golden State Warriors
2010-12-28,2010-12-30,Orlando Magic,Cleveland Cavaliers
2010-12-28,2010-12-30,Boston Celtics,Indiana Pacers
2010-12-28,2010-12-30,New York Knicks,Miami Heat
2010-12-28,2010-12-30,Milwaukee Bucks,Chicago Bulls
2010-12-28,2010-12-30,Toronto Raptors,Dallas Mavericks
2010-12-28,2010-12-30,Los Angeles Lakers,San Antonio Spurs
2010-12-28,2010-12-30,Portland Trail Blazers,Denver Nuggets
2010-12-29,2010-12-31,Golden State Warriors,Atlanta Hawks
2010-12-29,2010-12-31,Cleveland Cavaliers,Charlotte Bobcats
2010-12-29,2010-12-31,Indiana Pacers,Washington Wizards
2010-12-29,2010-12-31,Boston Celtics,Detroit Pistons
2010-12-29,2010-12-31,Denver Nuggets,Minnesota Timberwolves
2010-12-29,2010-12-31,Los Angeles Lakers,New Orleans Hornets
2010-12-29,2010-12-31,New Jersey Nets,Oklahoma City Thunder
2010-12-29,2010-12-31,Miami Heat,Houston Rockets
2010-12-29,2010-12-31,Philadelphia 76ers,Phoenix Suns
2010-12-29,2010-12-31,Memphis Grizzlies,Sacramento Kings
2010-12-29,2010-12-31,Utah Jazz,Los Angeles Clippers
2010-12-30,2011-1-1,New York Knicks,Orlando Magic
2010-12-30,2011-1-1,San Antonio Spurs,Dallas Mavericks
2010-12-30,2011-1-1,Utah Jazz,Portland Trail Blazers
2010-12-31,2011-1-2,New Orleans Hornets,Boston Celtics
2010-12-31,2011-1-2,Golden State Warriors,Charlotte Bobcats
2010-12-31,2011-1-2,New Jersey Nets,Chicago Bulls
2010-12-31,2011-1-2,Washington Wizards,Indiana Pacers
2010-12-31,2011-1-2,Toronto Raptors,Houston Rockets
2010-12-31,2011-1-2,Atlanta Hawks,Oklahoma City Thunder
2010-12-31,2011-1-2,Detroit Pistons,Phoenix Suns
2010-12-31,2011-1-2,Philadelphia 76ers,Los Angeles Lakers
2011-1-1,2011-1-3,Cleveland Cavaliers,Chicago Bulls
2011-1-1,2011-1-3,New Orleans Hornets,Washington Wizards
2011-1-1,2011-1-3,Golden State Warriors,Miami Heat
2011-1-1,2011-1-3,New Jersey Nets,Minnesota Timberwolves
2011-1-1,2011-1-3,Oklahoma City Thunder,San Antonio Spurs
2011-1-1,2011-1-3,Sacramento Kings,Denver Nuggets
2011-1-1,2011-1-3,Dallas Mavericks,Milwaukee Bucks
2011-1-1,2011-1-3,Memphis Grizzlies,Utah Jazz
2011-1-2,2011-1-4,Indiana Pacers,New York Knicks
2011-1-2,2011-1-4,Atlanta Hawks,Los Angeles Clippers
2011-1-2,2011-1-4,Boston Celtics,Toronto Raptors
2011-1-2,2011-1-4,Dallas Mavericks,Cleveland Cavaliers
2011-1-2,2011-1-4,Houston Rockets,Portland Trail Blazers
2011-1-2,2011-1-4,Phoenix Suns,Sacramento Kings
2011-1-2,2011-1-4,Memphis Grizzlies,Los Angeles Lakers
2011-1-3,2011-1-5,Miami Heat,Charlotte Bobcats
2011-1-3,2011-1-5,Golden State Warriors,Orlando Magic
2011-1-3,2011-1-5,Minnesota Timberwolves,Boston Celtics
2011-1-3,2011-1-5,Philadelphia 76ers,New Orleans Hornets
2011-1-3,2011-1-5,Houston Rockets,Denver Nuggets
2011-1-3,2011-1-5,Detroit Pistons,Utah Jazz
2011-1-4,2011-1-6,Milwaukee Bucks,Miami Heat
2011-1-4,2011-1-6,San Antonio Spurs,New York Knicks
2011-1-4,2011-1-6,Toronto Raptors,Chicago Bulls
2011-1-4,2011-1-6,Oklahoma City Thunder,Memphis Grizzlies
2011-1-4,2011-1-6,Portland Trail Blazers,Dallas Mavericks
2011-1-4,2011-1-6,Atlanta Hawks,Sacramento Kings
2011-1-4,2011-1-6,Detroit Pistons,Los Angeles Lakers
2011-1-5,2011-1-7,Toronto Raptors,Cleveland Cavaliers
2011-1-5,2011-1-7,Chicago Bulls,New Jersey Nets
2011-1-5,2011-1-7,Milwaukee Bucks,Orlando Magic
2011-1-5,2011-1-7,Washington Wizards,Philadelphia 76ers
2011-1-5,2011-1-7,San Antonio Spurs,Boston Celtics
2011-1-5,2011-1-7,Charlotte Bobcats,Minnesota Timberwolves
2011-1-5,2011-1-7,Golden State Warriors,New Orleans Hornets
2011-1-5,2011-1-7,Portland Trail Blazers,Houston Rockets
2011-1-5,2011-1-7,Atlanta Hawks,Utah Jazz
2011-1-5,2011-1-7,Denver Nuggets,Los Angeles Clippers
2011-1-5,2011-1-7,Los Angeles Lakers,Phoenix Suns
2011-1-6,2011-1-8,Oklahoma City Thunder,Dallas Mavericks
2011-1-6,2011-1-8,Denver Nuggets,Sacramento Kings
2011-1-7,2011-1-9,San Antonio Spurs,Indiana Pacers
2011-1-7,2011-1-9,Chicago Bulls,Philadelphia 76ers
2011-1-7,2011-1-9,New Jersey Nets,Washington Wizards
2011-1-7,2011-1-9,Toronto Raptors,Boston Celtics
2011-1-7,2011-1-9,Utah Jazz,Memphis Grizzlies
2011-1-7,2011-1-9,Portland Trail Blazers,Minnesota Timberwolves
2011-1-7,2011-1-9,Houston Rockets,Orlando Magic
2011-1-7,2011-1-9,Miami Heat,Milwaukee Bucks
2011-1-7,2011-1-9,Cleveland Cavaliers,Golden State Warriors
2011-1-7,2011-1-9,New Orleans Hornets,Los Angeles Lakers
2011-1-7,2011-1-9,New York Knicks,Phoenix Suns
2011-1-8,2011-1-10,Indiana Pacers,Atlanta Hawks
2011-1-8,2011-1-10,Washington Wizards,Charlotte Bobcats
2011-1-8,2011-1-10,Milwaukee Bucks,New Jersey Nets
2011-1-8,2011-1-10,Philadelphia 76ers,Detroit Pistons
2011-1-8,2011-1-10,Boston Celtics,Chicago Bulls
2011-1-8,2011-1-10,Memphis Grizzlies,Oklahoma City Thunder
2011-1-8,2011-1-10,Orlando Magic,Dallas Mavericks
2011-1-8,2011-1-10,Utah Jazz,Houston Rockets
2011-1-9,2011-1-11,Sacramento Kings,Toronto Raptors
2011-1-9,2011-1-11,Golden State Warriors,Los Angeles Clippers
2011-1-9,2011-1-11,Minnesota Timberwolves,San Antonio Spurs
2011-1-9,2011-1-11,Cleveland Cavaliers,Phoenix Suns
2011-1-9,2011-1-11,New Orleans Hornets,Denver Nuggets
2011-1-9,2011-1-11,Miami Heat,Portland Trail Blazers
2011-1-9,2011-1-11,New York Knicks,Los Angeles Lakers
2011-1-10,2011-1-12,Memphis Grizzlies,Charlotte Bobcats
2011-1-10,2011-1-12,Houston Rockets,Boston Celtics
2011-1-10,2011-1-12,Detroit Pistons,Chicago Bulls
2011-1-11,2011-1-13,Indiana Pacers,Philadelphia 76ers
2011-1-11,2011-1-13,Sacramento Kings,Washington Wizards
2011-1-11,2011-1-13,San Antonio Spurs,Minnesota Timberwolves
2011-1-11,2011-1-13,Phoenix Suns,Denver Nuggets
2011-1-11,2011-1-13,New York Knicks,Portland Trail Blazers
2011-1-11,2011-1-13,Cleveland Cavaliers,Los Angeles Lakers
2011-1-12,2011-1-14,Chicago Bulls,Charlotte Bobcats
2011-1-12,2011-1-14,Dallas Mavericks,Indiana Pacers
2011-1-12,2011-1-14,Atlanta Hawks,Toronto Raptors
2011-1-12,2011-1-14,Sacramento Kings,Boston Celtics
2011-1-12,2011-1-14,Memphis Grizzlies,Detroit Pistons
2011-1-12,2011-1-14,San Antonio Spurs,Milwaukee Bucks
2011-1-12,2011-1-14,Orlando Magic,New Orleans Hornets
2011-1-12,2011-1-14,Oklahoma City Thunder,Houston Rockets
2011-1-12,2011-1-14,New Jersey Nets,Phoenix Suns
2011-1-12,2011-1-14,New York Knicks,Utah Jazz
2011-1-12,2011-1-14,Los Angeles Lakers,Golden State Warriors
2011-1-12,2011-1-14,Miami Heat,Los Angeles Clippers
2011-1-13,2011-1-15,Washington Wizards,Minnesota Timberwolves
2011-1-13,2011-1-15,Orlando Magic,Oklahoma City Thunder
2011-1-13,2011-1-15,Miami Heat,Denver Nuggets
2011-1-14,2011-1-16,Chicago Bulls,Indiana Pacers
2011-1-14,2011-1-16,Milwaukee Bucks,Philadelphia 76ers
2011-1-14,2011-1-16,Detroit Pistons,Toronto Raptors
2011-1-14,2011-1-16,Charlotte Bobcats,Boston Celtics
2011-1-14,2011-1-16,Sacramento Kings,New York Knicks
2011-1-14,2011-1-16,Dallas Mavericks,San Antonio Spurs
2011-1-14,2011-1-16,New Orleans Hornets,Houston Rockets
2011-1-14,2011-1-16,Cleveland Cavaliers,Utah Jazz
2011-1-14,2011-1-16,Los Angeles Clippers,Golden State Warriors
2011-1-14,2011-1-16,New Jersey Nets,Los Angeles Lakers
2011-1-14,2011-1-16,Portland Trail Blazers,Phoenix Suns
2011-1-15,2011-1-17,Houston Rockets,Atlanta Hawks
2011-1-15,2011-1-17,New Orleans Hornets,Charlotte Bobcats
2011-1-15,2011-1-17,Toronto Raptors,Washington Wizards
2011-1-15,2011-1-17,Sacramento Kings,Detroit Pistons
2011-1-15,2011-1-17,Miami Heat,Chicago Bulls
2011-1-15,2011-1-17,Dallas Mavericks,Memphis Grizzlies
2011-1-15,2011-1-17,Orlando Magic,Minnesota Timberwolves
2011-1-15,2011-1-17,Cleveland Cavaliers,Denver Nuggets
2011-1-15,2011-1-17,New Jersey Nets,Portland Trail Blazers
2011-1-16,2011-1-18,Los Angeles Lakers,Los Angeles Clippers
2011-1-16,2011-1-18,Denver Nuggets,San Antonio Spurs
2011-1-17,2011-1-19,Chicago Bulls,Memphis Grizzlies
2011-1-17,2011-1-19,Phoenix Suns,New York Knicks
2011-1-17,2011-1-19,Utah Jazz,Washington Wizards
2011-1-17,2011-1-19,Charlotte Bobcats,Philadelphia 76ers
2011-1-17,2011-1-19,Milwaukee Bucks,Houston Rockets
2011-1-17,2011-1-19,Toronto Raptors,New Orleans Hornets
2011-1-17,2011-1-19,Dallas Mavericks,Detroit Pistons
2011-1-17,2011-1-19,Indiana Pacers,Los Angeles Clippers
2011-1-17,2011-1-19,Sacramento Kings,Atlanta Hawks
2011-1-17,2011-1-19,New Jersey Nets,Golden State Warriors
2011-1-17,2011-1-19,Orlando Magic,Boston Celtics
2011-1-17,2011-1-19,Minnesota Timberwolves,Portland Trail Blazers
2011-1-17,2011-1-19,Oklahoma City Thunder,Los Angeles Lakers
2011-1-18,2011-1-20,Atlanta Hawks,Miami Heat
2011-1-18,2011-1-20,Charlotte Bobcats,Chicago Bulls
2011-1-19,2011-1-21,Phoenix Suns,Cleveland Cavaliers
2011-1-19,2011-1-21,Utah Jazz,New Jersey Nets
2011-1-19,2011-1-21,Philadelphia 76ers,Orlando Magic
2011-1-19,2011-1-21,Detroit Pistons,Boston Celtics
2011-1-19,2011-1-21,Washington Wizards,Milwaukee Bucks
2011-1-19,2011-1-21,Memphis Grizzlies,New Orleans Hornets
2011-1-19,2011-1-21,New York Knicks,Houston Rockets
2011-1-19,2011-1-21,Toronto Raptors,San Antonio Spurs
2011-1-19,2011-1-21,Los Angeles Lakers,Dallas Mavericks
2011-1-19,2011-1-21,Oklahoma City Thunder,Denver Nuggets
2011-1-19,2011-1-21,Portland Trail Blazers,Sacramento Kings
2011-1-19,2011-1-21,Indiana Pacers,Golden State Warriors
2011-1-19,2011-1-21,Minnesota Timberwolves,Los Angeles Clippers
2011-1-20,2011-1-22,Philadelphia 76ers,Charlotte Bobcats
2011-1-20,2011-1-22,Dallas Mavericks,Chicago Bulls
2011-1-20,2011-1-22,Los Angeles Clippers,Portland Trail Blazers
2011-1-21,2011-1-23,Detroit Pistons,New Jersey Nets
2011-1-21,2011-1-23,Toronto Raptors,Orlando Magic
2011-1-21,2011-1-23,Phoenix Suns,Washington Wizards
2011-1-21,2011-1-23,New Orleans Hornets,Atlanta Hawks
2011-1-21,2011-1-23,Utah Jazz,Boston Celtics
2011-1-21,2011-1-23,Milwaukee Bucks,Cleveland Cavaliers
2011-1-21,2011-1-23,Houston Rockets,Memphis Grizzlies
2011-1-21,2011-1-23,New York Knicks,San Antonio Spurs
2011-1-21,2011-1-23,Los Angeles Lakers,Denver Nuggets
2011-1-21,2011-1-23,Sacramento Kings,Golden State Warriors
2011-1-22,2011-1-24,Atlanta Hawks,Charlotte Bobcats
2011-1-22,2011-1-24,Dallas Mavericks,New Jersey Nets
2011-1-22,2011-1-24,Boston Celtics,Washington Wizards
2011-1-22,2011-1-24,Phoenix Suns,Detroit Pistons
2011-1-22,2011-1-24,Toronto Raptors,Miami Heat
2011-1-22,2011-1-24,Utah Jazz,Philadelphia 76ers
2011-1-22,2011-1-24,Cleveland Cavaliers,Chicago Bulls
2011-1-22,2011-1-24,San Antonio Spurs,New Orleans Hornets
2011-1-22,2011-1-24,New York Knicks,Oklahoma City Thunder
2011-1-22,2011-1-24,Orlando Magic,Houston Rockets
2011-1-22,2011-1-24,Memphis Grizzlies,Milwaukee Bucks
2011-1-22,2011-1-24,Indiana Pacers,Portland Trail Blazers
2011-1-22,2011-1-24,Golden State Warriors,Los Angeles Clippers
2011-1-23,2011-1-25,Indiana Pacers,Denver Nuggets
2011-1-24,2011-1-26,Cleveland Cavaliers,New Jersey Nets
2011-1-24,2011-1-26,Detroit Pistons,Orlando Magic
2011-1-24,2011-1-26,Phoenix Suns,Philadelphia 76ers
2011-1-24,2011-1-26,Memphis Grizzlies,Toronto Raptors
2011-1-24,2011-1-26,Washington Wizards,New York Knicks
2011-1-24,2011-1-26,Milwaukee Bucks,Chicago Bulls
2011-1-24,2011-1-26,Houston Rockets,Minnesota Timberwolves
2011-1-24,2011-1-26,Oklahoma City Thunder,New Orleans Hornets
2011-1-24,2011-1-26,Sacramento Kings,Portland Trail Blazers
2011-1-24,2011-1-26,San Antonio Spurs,Golden State Warriors
2011-1-25,2011-1-27,Denver Nuggets,Washington Wizards
2011-1-25,2011-1-27,Cleveland Cavaliers,Boston Celtics
2011-1-25,2011-1-27,Los Angeles Clippers,Dallas Mavericks
2011-1-25,2011-1-27,Charlotte Bobcats,Sacramento Kings
2011-1-25,2011-1-27,Utah Jazz,Los Angeles Lakers
2011-1-26,2011-1-28,Orlando Magic,Indiana Pacers
2011-1-26,2011-1-28,Memphis Grizzlies,New Jersey Nets
2011-1-26,2011-1-28,Philadelphia 76ers,Toronto Raptors
2011-1-26,2011-1-28,Denver Nuggets,Detroit Pistons
2011-1-26,2011-1-28,Atlanta Hawks,Milwaukee Bucks
2011-1-26,2011-1-28,Oklahoma City Thunder,Minnesota Timberwolves
2011-1-26,2011-1-28,Los Angeles Clippers,Houston Rockets
2011-1-26,2011-1-28,Charlotte Bobcats,Phoenix Suns
2011-1-26,2011-1-28,San Antonio Spurs,Utah Jazz
2011-1-26,2011-1-28,New Orleans Hornets,Golden State Warriors
2011-1-27,2011-1-29,Miami Heat,New York Knicks
2011-1-27,2011-1-29,Houston Rockets,Dallas Mavericks
2011-1-27,2011-1-29,Boston Celtics,Portland Trail Blazers
2011-1-28,2011-1-30,New Jersey Nets,Indiana Pacers
2011-1-28,2011-1-30,Memphis Grizzlies,Philadelphia 76ers
2011-1-28,2011-1-30,Milwaukee Bucks,Toronto Raptors
2011-1-28,2011-1-30,New York Knicks,Atlanta Hawks
2011-1-28,2011-1-30,Denver Nuggets,Cleveland Cavaliers
2011-1-28,2011-1-30,Detroit Pistons,Miami Heat
2011-1-28,2011-1-30,Orlando Magic,Chicago Bulls
2011-1-28,2011-1-30,Washington Wizards,Oklahoma City Thunder
2011-1-28,2011-1-30,Minnesota Timberwolves,Utah Jazz
2011-1-28,2011-1-30,Charlotte Bobcats,Golden State Warriors
2011-1-28,2011-1-30,Sacramento Kings,Los Angeles Lakers
2011-1-28,2011-1-30,Boston Celtics,Phoenix Suns
2011-1-29,2011-1-31,Indiana Pacers,Chicago Bulls
2011-1-29,2011-1-31,Washington Wizards,Memphis Grizzlies
2011-1-29,2011-1-31,Toronto Raptors,Minnesota Timberwolves
2011-1-29,2011-1-31,Atlanta Hawks,Dallas Mavericks
2011-1-29,2011-1-31,New Jersey Nets,Milwaukee Bucks
2011-1-29,2011-1-31,Houston Rockets,San Antonio Spurs
2011-1-29,2011-1-31,New Orleans Hornets,Sacramento Kings
2011-1-29,2011-1-31,Charlotte Bobcats,Los Angeles Clippers
2011-1-30,2011-2-1,Miami Heat,Oklahoma City Thunder
2011-1-30,2011-2-1,Boston Celtics,Los Angeles Lakers
2011-1-30,2011-2-1,Cleveland Cavaliers,Orlando Magic
2011-1-30,2011-2-1,Denver Nuggets,Philadelphia 76ers
2011-1-30,2011-2-1,Detroit Pistons,New York Knicks
2011-1-30,2011-2-1,New Orleans Hornets,Phoenix Suns
2011-1-30,2011-2-1,Utah Jazz,Golden State Warriors
2011-1-31,2011-2-2,Toronto Raptors,Indiana Pacers
2011-1-31,2011-2-2,Denver Nuggets,New Jersey Nets
2011-1-31,2011-2-2,Cleveland Cavaliers,Miami Heat
2011-1-31,2011-2-2,Orlando Magic,Memphis Grizzlies
2011-1-31,2011-2-2,Washington Wizards,Dallas Mavericks
2011-1-31,2011-2-2,Charlotte Bobcats,Utah Jazz
2011-1-31,2011-2-2,Milwaukee Bucks,Los Angeles Clippers
2011-2-1,2011-2-3,Washington Wizards,New Orleans Hornets
2011-2-1,2011-2-3,San Antonio Spurs,Portland Trail Blazers
2011-2-1,2011-2-3,Boston Celtics,Sacramento Kings
2011-2-1,2011-2-3,Houston Rockets,Los Angeles Lakers
2011-2-2,2011-2-4,Toronto Raptors,Atlanta Hawks
2011-2-2,2011-2-4,Indiana Pacers,Cleveland Cavaliers
2011-2-2,2011-2-4,Philadelphia 76ers,New Jersey Nets
2011-2-2,2011-2-4,Charlotte Bobcats,Detroit Pistons
2011-2-2,2011-2-4,Dallas Mavericks,New York Knicks
2011-2-2,2011-2-4,Memphis Grizzlies,Minnesota Timberwolves
2011-2-2,2011-2-4,New Orleans Hornets,Oklahoma City Thunder
2011-2-2,2011-2-4,Portland Trail Blazers,Denver Nuggets
2011-2-2,2011-2-4,Milwaukee Bucks,Phoenix Suns
2011-2-2,2011-2-4,Houston Rockets,Utah Jazz
2011-2-2,2011-2-4,Chicago Bulls,Los Angeles Clippers
2011-2-3,2011-2-5,Miami Heat,Orlando Magic
2011-2-3,2011-2-5,Milwaukee Bucks,Golden State Warriors
2011-2-3,2011-2-5,San Antonio Spurs,Los Angeles Lakers
2011-2-4,2011-2-6,Miami Heat,Charlotte Bobcats
2011-2-4,2011-2-6,Portland Trail Blazers,Indiana Pacers
2011-2-4,2011-2-6,New York Knicks,Philadelphia 76ers
2011-2-4,2011-2-6,Minnesota Timberwolves,Toronto Raptors
2011-2-4,2011-2-6,Orlando Magic,Washington Wizards
2011-2-4,2011-2-6,Los Angeles Clippers,Atlanta Hawks
2011-2-4,2011-2-6,New Jersey Nets,Detroit Pistons
2011-2-4,2011-2-6,Dallas Mavericks,Boston Celtics
2011-2-4,2011-2-6,Cleveland Cavaliers,Memphis Grizzlies
2011-2-4,2011-2-6,Oklahoma City Thunder,Phoenix Suns
2011-2-4,2011-2-6,San Antonio Spurs,Sacramento Kings
2011-2-4,2011-2-6,Utah Jazz,Denver Nuggets
2011-2-5,2011-2-7,Dallas Mavericks,Charlotte Bobcats
2011-2-5,2011-2-7,Atlanta Hawks,Washington Wizards
2011-2-5,2011-2-7,Portland Trail Blazers,Cleveland Cavaliers
2011-2-5,2011-2-7,Los Angeles Lakers,New Orleans Hornets
2011-2-5,2011-2-7,Memphis Grizzlies,Houston Rockets
2011-2-5,2011-2-7,Detroit Pistons,Milwaukee Bucks
2011-2-5,2011-2-7,Denver Nuggets,Minnesota Timberwolves
2011-2-5,2011-2-7,Oklahoma City Thunder,Utah Jazz
2011-2-5,2011-2-7,Chicago Bulls,Golden State Warriors
2011-2-6,2011-2-8,Los Angeles Clippers,Miami Heat
2011-2-6,2011-2-8,Indiana Pacers,New Jersey Nets
2011-2-6,2011-2-8,Philadelphia 76ers,New York Knicks
2011-2-6,2011-2-8,Orlando Magic,Boston Celtics
2011-2-7,2011-2-9,Boston Celtics,Charlotte Bobcats
2011-2-7,2011-2-9,Los Angeles Lakers,Memphis Grizzlies
2011-2-7,2011-2-9,Minnesota Timberwolves,New Orleans Hornets
2011-2-7,2011-2-9,Cleveland Cavaliers,Dallas Mavericks
2011-2-7,2011-2-9,Houston Rockets,Denver Nuggets
2011-2-7,2011-2-9,Chicago Bulls,Portland Trail Blazers
2011-2-7,2011-2-9,Utah Jazz,Sacramento Kings
2011-2-7,2011-2-9,Phoenix Suns,Golden State Warriors
2011-2-8,2011-2-10,Philadelphia 76ers,Atlanta Hawks
2011-2-8,2011-2-10,Los Angeles Clippers,Orlando Magic
2011-2-8,2011-2-10,San Antonio Spurs,Detroit Pistons
2011-2-8,2011-2-10,Indiana Pacers,Miami Heat
2011-2-8,2011-2-10,Toronto Raptors,Milwaukee Bucks
2011-2-8,2011-2-10,Memphis Grizzlies,Oklahoma City Thunder
2011-2-8,2011-2-10,Minnesota Timberwolves,Houston Rockets
2011-2-9,2011-2-11,Detroit Pistons,Cleveland Cavaliers
2011-2-9,2011-2-11,Charlotte Bobcats,Indiana Pacers
2011-2-9,2011-2-11,New Orleans Hornets,New Jersey Nets
2011-2-9,2011-2-11,Orlando Magic,Philadelphia 76ers
2011-2-9,2011-2-11,San Antonio Spurs,Toronto Raptors
2011-2-9,2011-2-11,Milwaukee Bucks,Washington Wizards
2011-2-9,2011-2-11,Los Angeles Clippers,New York Knicks
2011-2-9,2011-2-11,Chicago Bulls,Utah Jazz
2011-2-9,2011-2-11,Dallas Mavericks,Sacramento Kings
2011-2-9,2011-2-11,Denver Nuggets,Golden State Warriors
2011-2-10,2011-2-12,Los Angeles Lakers,Boston Celtics
2011-2-10,2011-2-12,Golden State Warriors,Phoenix Suns
2011-2-10,2011-2-12,Dallas Mavericks,Denver Nuggets
2011-2-11,2011-2-13,New Jersey Nets,Charlotte Bobcats
2011-2-11,2011-2-13,Minnesota Timberwolves,Indiana Pacers
2011-2-11,2011-2-13,New Orleans Hornets,Orlando Magic
2011-2-11,2011-2-13,San Antonio Spurs,Philadelphia 76ers
2011-2-11,2011-2-13,Portland Trail Blazers,Toronto Raptors
2011-2-11,2011-2-13,Los Angeles Clippers,Cleveland Cavaliers
2011-2-11,2011-2-13,Miami Heat,Detroit Pistons
2011-2-11,2011-2-13,Milwaukee Bucks,Memphis Grizzlies
2011-2-11,2011-2-13,Los Angeles Lakers,New York Knicks
2011-2-11,2011-2-13,Phoenix Suns,Utah Jazz
2011-2-12,2011-2-14,Charlotte Bobcats,Atlanta Hawks
2011-2-12,2011-2-14,New York Knicks,New Jersey Nets
2011-2-12,2011-2-14,Philadelphia 76ers,Minnesota Timberwolves
2011-2-12,2011-2-14,Chicago Bulls,New Orleans Hornets
2011-2-12,2011-2-14,San Antonio Spurs,Washington Wizards
2011-2-12,2011-2-14,Dallas Mavericks,Houston Rockets
2011-2-12,2011-2-14,Indiana Pacers,Milwaukee Bucks
2011-2-12,2011-2-14,Oklahoma City Thunder,Sacramento Kings
2011-2-13,2011-2-15,Miami Heat,Boston Celtics
2011-2-13,2011-2-15,Los Angeles Lakers,Orlando Magic
2011-2-13,2011-2-15,Washington Wizards,Cleveland Cavaliers
2011-2-13,2011-2-15,Portland Trail Blazers,Detroit Pistons
2011-2-13,2011-2-15,Denver Nuggets,Memphis Grizzlies
2011-2-13,2011-2-15,Los Angeles Clippers,Toronto Raptors
2011-2-13,2011-2-15,Oklahoma City Thunder,Golden State Warriors
2011-2-13,2011-2-15,Sacramento Kings,Phoenix Suns
2011-2-14,2011-2-16,Los Angeles Lakers,Charlotte Bobcats
2011-2-14,2011-2-16,San Antonio Spurs,New Jersey Nets
2011-2-14,2011-2-16,Atlanta Hawks,Detroit Pistons
2011-2-14,2011-2-16,Los Angeles Clippers,Milwaukee Bucks
2011-2-14,2011-2-16,Portland Trail Blazers,Minnesota Timberwolves
2011-2-14,2011-2-16,Denver Nuggets,Houston Rockets
2011-2-15,2011-2-17,Miami Heat,Indiana Pacers
2011-2-15,2011-2-17,Charlotte Bobcats,Chicago Bulls
2011-2-15,2011-2-17,Philadelphia 76ers,Memphis Grizzlies
2011-2-15,2011-2-17,Sacramento Kings,Oklahoma City Thunder
2011-2-15,2011-2-17,Utah Jazz,Phoenix Suns
2011-2-15,2011-2-17,New Orleans Hornets,Golden State Warriors
2011-2-16,2011-2-18,Washington Wizards,Orlando Magic
2011-2-16,2011-2-18,Miami Heat,Toronto Raptors
2011-2-16,2011-2-18,New Jersey Nets,Boston Celtics
2011-2-16,2011-2-18,Los Angeles Lakers,Cleveland Cavaliers
2011-2-16,2011-2-18,Indiana Pacers,Detroit Pistons
2011-2-16,2011-2-18,Atlanta Hawks,New York Knicks
2011-2-16,2011-2-18,Los Angeles Clippers,Minnesota Timberwolves
2011-2-16,2011-2-18,Sacramento Kings,Dallas Mavericks
2011-2-16,2011-2-18,Philadelphia 76ers,Houston Rockets
2011-2-16,2011-2-18,Denver Nuggets,Milwaukee Bucks
2011-2-16,2011-2-18,Golden State Warriors,Utah Jazz
2011-2-16,2011-2-18,New Orleans Hornets,Portland Trail Blazers
2011-2-17,2011-2-19,San Antonio Spurs,Chicago Bulls
2011-2-17,2011-2-19,Dallas Mavericks,Phoenix Suns
2011-2-22,2011-2-24,Toronto Raptors,Charlotte Bobcats
2011-2-22,2011-2-24,Indiana Pacers,Washington Wizards
2011-2-22,2011-2-24,Houston Rockets,Detroit Pistons
2011-2-22,2011-2-24,Sacramento Kings,Miami Heat
2011-2-22,2011-2-24,Minnesota Timberwolves,Milwaukee Bucks
