Start Date,End Date,Visitor/Neutral,Home/Neutral
2012-2-23,2012-2-25,Los Angeles Lakers,Oklahoma City Thunder
2012-2-28,2012-3-1,Boston Celtics,Cleveland Cavaliers
2012-2-28,2012-3-1,Golden State Warriors,Indiana Pacers
2012-2-28,2012-3-1,Philadelphia 76ers,Detroit Pistons
2012-2-28,2012-3-1,New Orleans Hornets,Chicago Bulls
2012-2-28,2012-3-1,Toronto Raptors,Houston Rockets
2012-2-28,2012-3-1,Washington Wizards,Milwaukee Bucks
2012-2-28,2012-3-1,New Jersey Nets,Dallas Mavericks
2012-2-28,2012-3-1,Utah Jazz,Sacramento Kings
2012-2-28,2012-3-1,Minnesota Timberwolves,Los Angeles Clippers
2012-2-29,2012-3-2,Oklahoma City Thunder,Philadelphia 76ers
2012-2-29,2012-3-2,Orlando Magic,Washington Wizards
2012-2-29,2012-3-2,Golden State Warriors,Atlanta Hawks
2012-2-29,2012-3-2,Milwaukee Bucks,Boston Celtics
2012-2-29,2012-3-2,Charlotte Bobcats,Detroit Pistons
2012-2-29,2012-3-2,Cleveland Cavaliers,New York Knicks
2012-2-29,2012-3-2,Dallas Mavericks,Memphis Grizzlies
2012-2-29,2012-3-2,Toronto Raptors,New Orleans Hornets
2012-2-29,2012-3-2,Portland Trail Blazers,Denver Nuggets
2012-2-29,2012-3-2,Chicago Bulls,San Antonio Spurs
2012-2-29,2012-3-2,Houston Rockets,Utah Jazz
2012-2-29,2012-3-2,Minnesota Timberwolves,Los Angeles Lakers
2012-3-1,2012-3-3,Oklahoma City Thunder,Orlando Magic
2012-3-1,2012-3-3,Minnesota Timberwolves,Phoenix Suns
2012-3-1,2012-3-3,Los Angeles Clippers,Sacramento Kings
2012-3-1,2012-3-3,Miami Heat,Portland Trail Blazers
2012-3-2,2012-3-4,Memphis Grizzlies,Toronto Raptors
2012-3-2,2012-3-4,Milwaukee Bucks,Atlanta Hawks
2012-3-2,2012-3-4,New Jersey Nets,Boston Celtics
2012-3-2,2012-3-4,Chicago Bulls,Cleveland Cavaliers
2012-3-2,2012-3-4,Denver Nuggets,Houston Rockets
2012-3-2,2012-3-4,Dallas Mavericks,New Orleans Hornets
2012-3-2,2012-3-4,Golden State Warriors,Philadelphia 76ers
2012-3-2,2012-3-4,Charlotte Bobcats,San Antonio Spurs
2012-3-2,2012-3-4,Miami Heat,Utah Jazz
2012-3-2,2012-3-4,Sacramento Kings,Los Angeles Lakers
2012-3-2,2012-3-4,Los Angeles Clippers,Phoenix Suns
2012-3-3,2012-3-5,Oklahoma City Thunder,Atlanta Hawks
2012-3-3,2012-3-5,Milwaukee Bucks,Orlando Magic
2012-3-3,2012-3-5,Cleveland Cavaliers,Washington Wizards
2012-3-3,2012-3-5,Detroit Pistons,Memphis Grizzlies
2012-3-3,2012-3-5,Indiana Pacers,New Orleans Hornets
2012-3-3,2012-3-5,Utah Jazz,Dallas Mavericks
2012-3-3,2012-3-5,Minnesota Timberwolves,Portland Trail Blazers
2012-3-4,2012-3-6,New York Knicks,Boston Celtics
2012-3-4,2012-3-6,Miami Heat,Los Angeles Lakers
2012-3-4,2012-3-6,New Jersey Nets,Charlotte Bobcats
2012-3-4,2012-3-6,Golden State Warriors,Toronto Raptors
2012-3-4,2012-3-6,Los Angeles Clippers,Houston Rockets
2012-3-4,2012-3-6,Chicago Bulls,Philadelphia 76ers
2012-3-4,2012-3-6,Sacramento Kings,Phoenix Suns
2012-3-4,2012-3-6,Denver Nuggets,San Antonio Spurs
2012-3-5,2012-3-7,Utah Jazz,Cleveland Cavaliers
2012-3-5,2012-3-7,Orlando Magic,Toronto Raptors
2012-3-5,2012-3-7,Golden State Warriors,Washington Wizards
2012-3-5,2012-3-7,Indiana Pacers,Chicago Bulls
2012-3-5,2012-3-7,Philadelphia 76ers,Milwaukee Bucks
2012-3-5,2012-3-7,Los Angeles Clippers,Minnesota Timberwolves
2012-3-5,2012-3-7,Dallas Mavericks,Oklahoma City Thunder
2012-3-5,2012-3-7,Sacramento Kings,Denver Nuggets
2012-3-5,2012-3-7,New Orleans Hornets,Portland Trail Blazers
2012-3-6,2012-3-8,Orlando Magic,Charlotte Bobcats
2012-3-6,2012-3-8,Atlanta Hawks,Indiana Pacers
2012-3-6,2012-3-8,Houston Rockets,Boston Celtics
2012-3-6,2012-3-8,Los Angeles Lakers,Detroit Pistons
2012-3-6,2012-3-8,New Jersey Nets,Miami Heat
2012-3-6,2012-3-8,New York Knicks,Dallas Mavericks
2012-3-7,2012-3-9,Utah Jazz,Charlotte Bobcats
2012-3-7,2012-3-9,Boston Celtics,Philadelphia 76ers
2012-3-7,2012-3-9,Houston Rockets,Toronto Raptors
2012-3-7,2012-3-9,Los Angeles Lakers,Washington Wizards
2012-3-7,2012-3-9,Atlanta Hawks,Miami Heat
2012-3-7,2012-3-9,Chicago Bulls,Milwaukee Bucks
2012-3-7,2012-3-9,Portland Trail Blazers,Minnesota Timberwolves
2012-3-7,2012-3-9,Los Angeles Clippers,New Jersey Nets
2012-3-7,2012-3-9,Phoenix Suns,Oklahoma City Thunder
2012-3-7,2012-3-9,New York Knicks,San Antonio Spurs
2012-3-7,2012-3-9,Cleveland Cavaliers,Denver Nuggets
2012-3-7,2012-3-9,New Orleans Hornets,Sacramento Kings
2012-3-7,2012-3-9,Memphis Grizzlies,Golden State Warriors
2012-3-8,2012-3-10,Orlando Magic,Chicago Bulls
2012-3-8,2012-3-10,Dallas Mavericks,Phoenix Suns
2012-3-9,2012-3-11,New Jersey Nets,Charlotte Bobcats
2012-3-9,2012-3-11,Utah Jazz,Philadelphia 76ers
2012-3-9,2012-3-11,Portland Trail Blazers,Boston Celtics
2012-3-9,2012-3-11,Atlanta Hawks,Detroit Pistons
2012-3-9,2012-3-11,Los Angeles Lakers,Minnesota Timberwolves
2012-3-9,2012-3-11,Cleveland Cavaliers,Oklahoma City Thunder
2012-3-9,2012-3-11,New York Knicks,Milwaukee Bucks
2012-3-9,2012-3-11,Los Angeles Clippers,San Antonio Spurs
2012-3-9,2012-3-11,New Orleans Hornets,Denver Nuggets
2012-3-9,2012-3-11,Dallas Mavericks,Sacramento Kings
2012-3-10,2012-3-12,Portland Trail Blazers,Washington Wizards
2012-3-10,2012-3-12,Toronto Raptors,Detroit Pistons
2012-3-10,2012-3-12,Indiana Pacers,Miami Heat
2012-3-10,2012-3-12,Utah Jazz,Chicago Bulls
2012-3-10,2012-3-12,New Orleans Hornets,Minnesota Timberwolves
2012-3-10,2012-3-12,Houston Rockets,New Jersey Nets
2012-3-10,2012-3-12,Charlotte Bobcats,Oklahoma City Thunder
2012-3-10,2012-3-12,Memphis Grizzlies,Phoenix Suns
2012-3-10,2012-3-12,Dallas Mavericks,Golden State Warriors
2012-3-11,2012-3-13,Philadelphia 76ers,New York Knicks
2012-3-11,2012-3-13,Boston Celtics,Los Angeles Lakers
2012-3-11,2012-3-13,Houston Rockets,Cleveland Cavaliers
2012-3-11,2012-3-13,Indiana Pacers,Orlando Magic
2012-3-11,2012-3-13,Milwaukee Bucks,Toronto Raptors
2012-3-11,2012-3-13,Memphis Grizzlies,Denver Nuggets
2012-3-11,2012-3-13,Atlanta Hawks,Sacramento Kings
2012-3-11,2012-3-13,Golden State Warriors,Los Angeles Clippers
2012-3-12,2012-3-14,Milwaukee Bucks,New Jersey Nets
2012-3-12,2012-3-14,New York Knicks,Chicago Bulls
2012-3-12,2012-3-14,Charlotte Bobcats,New Orleans Hornets
2012-3-12,2012-3-14,Washington Wizards,San Antonio Spurs
2012-3-12,2012-3-14,Detroit Pistons,Utah Jazz
2012-3-12,2012-3-14,Minnesota Timberwolves,Phoenix Suns
2012-3-12,2012-3-14,Boston Celtics,Los Angeles Clippers
2012-3-13,2012-3-15,Toronto Raptors,Cleveland Cavaliers
2012-3-13,2012-3-15,Portland Trail Blazers,Indiana Pacers
2012-3-13,2012-3-15,Miami Heat,Orlando Magic
2012-3-13,2012-3-15,Los Angeles Lakers,Memphis Grizzlies
2012-3-13,2012-3-15,Houston Rockets,Oklahoma City Thunder
2012-3-13,2012-3-15,Washington Wizards,Dallas Mavericks
2012-3-13,2012-3-15,Atlanta Hawks,Denver Nuggets
2012-3-13,2012-3-15,Golden State Warriors,Sacramento Kings
2012-3-14,2012-3-16,Philadelphia 76ers,Indiana Pacers
2012-3-14,2012-3-16,Toronto Raptors,New Jersey Nets
2012-3-14,2012-3-16,Portland Trail Blazers,New York Knicks
2012-3-14,2012-3-16,Charlotte Bobcats,Houston Rockets
2012-3-14,2012-3-16,Cleveland Cavaliers,Milwaukee Bucks
2012-3-14,2012-3-16,Los Angeles Lakers,New Orleans Hornets
2012-3-14,2012-3-16,Orlando Magic,San Antonio Spurs
2012-3-14,2012-3-16,Miami Heat,Chicago Bulls
2012-3-14,2012-3-16,Detroit Pistons,Sacramento Kings
2012-3-14,2012-3-16,Boston Celtics,Golden State Warriors
2012-3-14,2012-3-16,Atlanta Hawks,Los Angeles Clippers
2012-3-14,2012-3-16,Utah Jazz,Phoenix Suns
2012-3-15,2012-3-17,Washington Wizards,New Orleans Hornets
2012-3-15,2012-3-17,Charlotte Bobcats,Dallas Mavericks
2012-3-15,2012-3-17,Oklahoma City Thunder,Denver Nuggets
2012-3-15,2012-3-17,Minnesota Timberwolves,Utah Jazz
2012-3-15,2012-3-17,Phoenix Suns,Los Angeles Clippers
2012-3-16,2012-3-18,New Jersey Nets,Orlando Magic
2012-3-16,2012-3-18,Miami Heat,Philadelphia 76ers
2012-3-16,2012-3-18,Washington Wizards,Atlanta Hawks
2012-3-16,2012-3-18,Indiana Pacers,New York Knicks
2012-3-16,2012-3-18,Portland Trail Blazers,Chicago Bulls
2012-3-16,2012-3-18,Toronto Raptors,Memphis Grizzlies
2012-3-16,2012-3-18,San Antonio Spurs,Oklahoma City Thunder
2012-3-16,2012-3-18,Detroit Pistons,Phoenix Suns
2012-3-16,2012-3-18,Boston Celtics,Sacramento Kings
2012-3-16,2012-3-18,Milwaukee Bucks,Golden State Warriors
2012-3-16,2012-3-18,Minnesota Timberwolves,Los Angeles Lakers
2012-3-17,2012-3-19,Houston Rockets,Los Angeles Clippers
2012-3-17,2012-3-19,Toronto Raptors,Charlotte Bobcats
2012-3-17,2012-3-19,New York Knicks,Indiana Pacers
2012-3-17,2012-3-19,Philadelphia 76ers,Chicago Bulls
2012-3-17,2012-3-19,New Orleans Hornets,New Jersey Nets
2012-3-17,2012-3-19,San Antonio Spurs,Dallas Mavericks
2012-3-17,2012-3-19,Boston Celtics,Denver Nuggets
2012-3-17,2012-3-19,Golden State Warriors,Utah Jazz
2012-3-18,2012-3-20,Atlanta Hawks,Cleveland Cavaliers
2012-3-18,2012-3-20,Detroit Pistons,Los Angeles Clippers
2012-3-18,2012-3-20,Washington Wizards,Memphis Grizzlies
2012-3-18,2012-3-20,Minnesota Timberwolves,Sacramento Kings
2012-3-18,2012-3-20,Orlando Magic,Miami Heat
2012-3-18,2012-3-20,Houston Rockets,Phoenix Suns
2012-3-18,2012-3-20,Utah Jazz,Los Angeles Lakers
2012-3-18,2012-3-20,Portland Trail Blazers,Oklahoma City Thunder
2012-3-19,2012-3-21,Philadelphia 76ers,Charlotte Bobcats
2012-3-19,2012-3-21,Boston Celtics,Atlanta Hawks
2012-3-19,2012-3-21,Cleveland Cavaliers,New Jersey Nets
2012-3-19,2012-3-21,Chicago Bulls,Orlando Magic
2012-3-19,2012-3-21,Dallas Mavericks,Denver Nuggets
2012-3-19,2012-3-21,Minnesota Timberwolves,Golden State Warriors
2012-3-20,2012-3-22,Los Angeles Clippers,Indiana Pacers
2012-3-20,2012-3-22,Phoenix Suns,Miami Heat
2012-3-20,2012-3-22,Toronto Raptors,New York Knicks
2012-3-20,2012-3-22,Los Angeles Lakers,Houston Rockets
2012-3-20,2012-3-22,Oklahoma City Thunder,Utah Jazz
2012-3-20,2012-3-22,Milwaukee Bucks,Portland Trail Blazers
2012-3-20,2012-3-22,Memphis Grizzlies,Sacramento Kings
2012-3-21,2012-3-23,Phoenix Suns,Orlando Magic
2012-3-21,2012-3-23,New York Knicks,Philadelphia 76ers
2012-3-21,2012-3-23,Chicago Bulls,Toronto Raptors
2012-3-21,2012-3-23,Cleveland Cavaliers,Atlanta Hawks
2012-3-21,2012-3-23,Washington Wizards,New Jersey Nets
2012-3-21,2012-3-23,Golden State Warriors,New Orleans Hornets
2012-3-21,2012-3-23,Los Angeles Clippers,Oklahoma City Thunder
2012-3-21,2012-3-23,Minnesota Timberwolves,San Antonio Spurs
2012-3-21,2012-3-23,Detroit Pistons,Denver Nuggets
2012-3-21,2012-3-23,Los Angeles Lakers,Dallas Mavericks
2012-3-22,2012-3-24,Indiana Pacers,Washington Wizards
2012-3-22,2012-3-24,Golden State Warriors,Houston Rockets
2012-3-22,2012-3-24,Boston Celtics,Milwaukee Bucks
2012-3-22,2012-3-24,Los Angeles Clippers,New Orleans Hornets
2012-3-22,2012-3-24,Memphis Grizzlies,Portland Trail Blazers
2012-3-22,2012-3-24,Utah Jazz,Sacramento Kings
2012-3-23,2012-3-25,Milwaukee Bucks,Charlotte Bobcats
2012-3-23,2012-3-25,Phoenix Suns,Indiana Pacers
2012-3-23,2012-3-25,Cleveland Cavaliers,Orlando Magic
2012-3-23,2012-3-25,New York Knicks,Toronto Raptors
2012-3-23,2012-3-25,New Jersey Nets,Atlanta Hawks
2012-3-23,2012-3-25,Miami Heat,Detroit Pistons
2012-3-23,2012-3-25,Minnesota Timberwolves,Oklahoma City Thunder
2012-3-23,2012-3-25,Boston Celtics,Philadelphia 76ers
2012-3-23,2012-3-25,Dallas Mavericks,San Antonio Spurs
2012-3-23,2012-3-25,Portland Trail Blazers,Los Angeles Lakers
2012-3-23,2012-3-25,Denver Nuggets,Utah Jazz
2012-3-24,2012-3-26,Memphis Grizzlies,Los Angeles Clippers
2012-3-24,2012-3-26,Atlanta Hawks,Washington Wizards
2012-3-24,2012-3-26,Charlotte Bobcats,New Jersey Nets
2012-3-24,2012-3-26,Detroit Pistons,New York Knicks
2012-3-24,2012-3-26,Toronto Raptors,Chicago Bulls
2012-3-24,2012-3-26,Dallas Mavericks,Houston Rockets
2012-3-24,2012-3-26,San Antonio Spurs,New Orleans Hornets
2012-3-24,2012-3-26,Indiana Pacers,Milwaukee Bucks
2012-3-24,2012-3-26,Sacramento Kings,Golden State Warriors
2012-3-25,2012-3-27,Phoenix Suns,Cleveland Cavaliers
2012-3-25,2012-3-27,Denver Nuggets,Minnesota Timberwolves
2012-3-25,2012-3-27,Utah Jazz,Atlanta Hawks
2012-3-25,2012-3-27,Washington Wizards,Boston Celtics
2012-3-25,2012-3-27,Philadelphia 76ers,San Antonio Spurs
2012-3-25,2012-3-27,Miami Heat,Oklahoma City Thunder
2012-3-25,2012-3-27,Golden State Warriors,Portland Trail Blazers
2012-3-25,2012-3-27,Memphis Grizzlies,Los Angeles Lakers
2012-3-26,2012-3-28,Boston Celtics,Charlotte Bobcats
2012-3-26,2012-3-28,Miami Heat,Indiana Pacers
2012-3-26,2012-3-28,Orlando Magic,Toronto Raptors
2012-3-26,2012-3-28,Detroit Pistons,Washington Wizards
2012-3-26,2012-3-28,Utah Jazz,New Jersey Nets
2012-3-26,2012-3-28,Milwaukee Bucks,New York Knicks
2012-3-26,2012-3-28,Denver Nuggets,Chicago Bulls
2012-3-26,2012-3-28,Sacramento Kings,Houston Rockets
2012-3-26,2012-3-28,New Orleans Hornets,Los Angeles Clippers
2012-3-27,2012-3-29,Cleveland Cavaliers,Philadelphia 76ers
2012-3-27,2012-3-29,Minnesota Timberwolves,Memphis Grizzlies
2012-3-27,2012-3-29,Atlanta Hawks,Milwaukee Bucks
2012-3-27,2012-3-29,Houston Rockets,Dallas Mavericks
2012-3-27,2012-3-29,San Antonio Spurs,Phoenix Suns
2012-3-27,2012-3-29,Oklahoma City Thunder,Portland Trail Blazers
2012-3-27,2012-3-29,Los Angeles Lakers,Golden State Warriors
2012-3-28,2012-3-30,Minnesota Timberwolves,Charlotte Bobcats
2012-3-28,2012-3-30,Detroit Pistons,Cleveland Cavaliers
2012-3-28,2012-3-30,Orlando Magic,New York Knicks
2012-3-28,2012-3-30,Denver Nuggets,Toronto Raptors
2012-3-28,2012-3-30,Chicago Bulls,Atlanta Hawks
2012-3-28,2012-3-30,Utah Jazz,Boston Celtics
2012-3-28,2012-3-30,Indiana Pacers,New Jersey Nets
2012-3-28,2012-3-30,San Antonio Spurs,Sacramento Kings
2012-3-28,2012-3-30,New Orleans Hornets,Golden State Warriors
2012-3-28,2012-3-30,Phoenix Suns,Los Angeles Clippers
2012-3-29,2012-3-31,Washington Wizards,Indiana Pacers
2012-3-29,2012-3-31,Dallas Mavericks,Miami Heat
2012-3-29,2012-3-31,New Orleans Hornets,Portland Trail Blazers
2012-3-29,2012-3-31,Oklahoma City Thunder,Los Angeles Lakers
2012-3-30,2012-4-1,Denver Nuggets,Charlotte Bobcats
2012-3-30,2012-4-1,Miami Heat,Toronto Raptors
2012-3-30,2012-4-1,Philadelphia 76ers,Washington Wizards
2012-3-30,2012-4-1,New York Knicks,Atlanta Hawks
2012-3-30,2012-4-1,Milwaukee Bucks,Cleveland Cavaliers
2012-3-30,2012-4-1,Detroit Pistons,Chicago Bulls
2012-3-30,2012-4-1,Memphis Grizzlies,Houston Rockets
2012-3-30,2012-4-1,Boston Celtics,Minnesota Timberwolves
2012-3-30,2012-4-1,Dallas Mavericks,Orlando Magic
2012-3-30,2012-4-1,Sacramento Kings,Utah Jazz
2012-3-30,2012-4-1,New Jersey Nets,Golden State Warriors
2012-3-30,2012-4-1,Portland Trail Blazers,Los Angeles Clippers
2012-3-31,2012-4-2,New Orleans Hornets,Los Angeles Lakers
2012-3-31,2012-4-2,Charlotte Bobcats,Detroit Pistons
2012-3-31,2012-4-2,Cleveland Cavaliers,New York Knicks
2012-3-31,2012-4-2,Atlanta Hawks,Philadelphia 76ers
2012-3-31,2012-4-2,Memphis Grizzlies,Milwaukee Bucks
2012-3-31,2012-4-2,Indiana Pacers,San Antonio Spurs
2012-3-31,2012-4-2,New Jersey Nets,Sacramento Kings
2012-3-31,2012-4-2,Utah Jazz,Los Angeles Clippers
2012-4-1,2012-4-3,Chicago Bulls,Oklahoma City Thunder
2012-4-1,2012-4-3,Miami Heat,Boston Celtics
2012-4-1,2012-4-3,Denver Nuggets,Orlando Magic
2012-4-1,2012-4-3,Washington Wizards,Toronto Raptors
2012-4-1,2012-4-3,Indiana Pacers,Houston Rockets
2012-4-1,2012-4-3,New Orleans Hornets,Phoenix Suns
2012-4-1,2012-4-3,Minnesota Timberwolves,Portland Trail Blazers
2012-4-1,2012-4-3,Golden State Warriors,Los Angeles Lakers
2012-4-2,2012-4-4,Milwaukee Bucks,Washington Wizards
2012-4-2,2012-4-4,Houston Rockets,Chicago Bulls
2012-4-2,2012-4-4,Memphis Grizzlies,Oklahoma City Thunder
2012-4-2,2012-4-4,Los Angeles Clippers,Dallas Mavericks
2012-4-2,2012-4-4,Utah Jazz,Portland Trail Blazers
2012-4-2,2012-4-4,Minnesota Timberwolves,Sacramento Kings
2012-4-3,2012-4-5,San Antonio Spurs,Cleveland Cavaliers
2012-4-3,2012-4-5,New York Knicks,Indiana Pacers
2012-4-3,2012-4-5,Charlotte Bobcats,Toronto Raptors
2012-4-3,2012-4-5,Orlando Magic,Detroit Pistons
2012-4-3,2012-4-5,Philadelphia 76ers,Miami Heat
2012-4-3,2012-4-5,Golden State Warriors,Memphis Grizzlies
2012-4-3,2012-4-5,Phoenix Suns,Sacramento Kings
2012-4-3,2012-4-5,New Jersey Nets,Los Angeles Lakers
2012-4-4,2012-4-6,Toronto Raptors,Philadelphia 76ers
2012-4-4,2012-4-6,Indiana Pacers,Washington Wizards
2012-4-4,2012-4-6,Charlotte Bobcats,Atlanta Hawks
2012-4-4,2012-4-6,San Antonio Spurs,Boston Celtics
2012-4-4,2012-4-6,Oklahoma City Thunder,Miami Heat
2012-4-4,2012-4-6,Cleveland Cavaliers,Milwaukee Bucks
2012-4-4,2012-4-6,Golden State Warriors,Minnesota Timberwolves
2012-4-4,2012-4-6,Denver Nuggets,New Orleans Hornets
2012-4-4,2012-4-6,Memphis Grizzlies,Dallas Mavericks
2012-4-4,2012-4-6,Phoenix Suns,Utah Jazz
2012-4-4,2012-4-6,New Jersey Nets,Portland Trail Blazers
2012-4-4,2012-4-6,Los Angeles Lakers,Los Angeles Clippers
2012-4-5,2012-4-7,New York Knicks,Orlando Magic
2012-4-5,2012-4-7,Washington Wizards,Detroit Pistons
2012-4-5,2012-4-7,Boston Celtics,Chicago Bulls
2012-4-5,2012-4-7,Los Angeles Clippers,Sacramento Kings
2012-4-6,2012-4-8,Oklahoma City Thunder,Indiana Pacers
2012-4-6,2012-4-8,Detroit Pistons,Atlanta Hawks
2012-4-6,2012-4-8,Memphis Grizzlies,Miami Heat
2012-4-6,2012-4-8,Washington Wizards,New Jersey Nets
2012-4-6,2012-4-8,Cleveland Cavaliers,Toronto Raptors
2012-4-6,2012-4-8,Portland Trail Blazers,Dallas Mavericks
2012-4-6,2012-4-8,Charlotte Bobcats,Milwaukee Bucks
2012-4-6,2012-4-8,New Orleans Hornets,San Antonio Spurs
2012-4-6,2012-4-8,Phoenix Suns,Denver Nuggets
2012-4-6,2012-4-8,Golden State Warriors,Utah Jazz
2012-4-6,2012-4-8,Houston Rockets,Los Angeles Lakers
2012-4-7,2012-4-9,Boston Celtics,Indiana Pacers
2012-4-7,2012-4-9,Atlanta Hawks,Charlotte Bobcats
2012-4-7,2012-4-9,Dallas Mavericks,Memphis Grizzlies
2012-4-7,2012-4-9,Minnesota Timberwolves,New Orleans Hornets
2012-4-7,2012-4-9,Orlando Magic,Philadelphia 76ers
2012-4-7,2012-4-9,Portland Trail Blazers,Milwaukee Bucks
2012-4-7,2012-4-9,Los Angeles Lakers,Phoenix Suns
2012-4-7,2012-4-9,Denver Nuggets,Golden State Warriors
2012-4-7,2012-4-9,Sacramento Kings,Los Angeles Clippers
2012-4-8,2012-4-10,Chicago Bulls,New York Knicks
2012-4-8,2012-4-10,Philadelphia 76ers,Boston Celtics
2012-4-8,2012-4-10,Detroit Pistons,Miami Heat
2012-4-8,2012-4-10,Cleveland Cavaliers,New Jersey Nets
2012-4-8,2012-4-10,Toronto Raptors,Oklahoma City Thunder
2012-4-8,2012-4-10,Utah Jazz,San Antonio Spurs
2012-4-8,2012-4-10,Houston Rockets,Sacramento Kings
2012-4-9,2012-4-11,Washington Wizards,Charlotte Bobcats
2012-4-9,2012-4-11,Toronto Raptors,Indiana Pacers
2012-4-9,2012-4-11,Detroit Pistons,Orlando Magic
2012-4-9,2012-4-11,Los Angeles Clippers,Memphis Grizzlies
2012-4-9,2012-4-11,Oklahoma City Thunder,Milwaukee Bucks
2012-4-9,2012-4-11,Los Angeles Lakers,New Orleans Hornets
2012-4-9,2012-4-11,Golden State Warriors,Denver Nuggets
2012-4-9,2012-4-11,Phoenix Suns,Minnesota Timberwolves
2012-4-9,2012-4-11,San Antonio Spurs,Utah Jazz
2012-4-9,2012-4-11,Houston Rockets,Portland Trail Blazers
2012-4-10,2012-4-12,Charlotte Bobcats,Cleveland Cavaliers
2012-4-10,2012-4-12,Boston Celtics,Miami Heat
2012-4-10,2012-4-12,Orlando Magic,Washington Wizards
2012-4-10,2012-4-12,Philadelphia 76ers,New Jersey Nets
2012-4-10,2012-4-12,Sacramento Kings,Dallas Mavericks
2012-4-10,2012-4-12,New York Knicks,Chicago Bulls
2012-4-11,2012-4-13,Indiana Pacers,Cleveland Cavaliers
2012-4-11,2012-4-13,Philadelphia 76ers,Toronto Raptors
2012-4-11,2012-4-13,Atlanta Hawks,Boston Celtics
2012-4-11,2012-4-13,Utah Jazz,Houston Rockets
2012-4-11,2012-4-13,Phoenix Suns,Memphis Grizzlies
2012-4-11,2012-4-13,New York Knicks,Milwaukee Bucks
2012-4-11,2012-4-13,Sacramento Kings,New Orleans Hornets
2012-4-11,2012-4-13,Los Angeles Clippers,Oklahoma City Thunder
2012-4-11,2012-4-13,Los Angeles Lakers,San Antonio Spurs
2012-4-11,2012-4-13,Minnesota Timberwolves,Denver Nuggets
2012-4-11,2012-4-13,Golden State Warriors,Portland Trail Blazers
2012-4-12,2012-4-14,Detroit Pistons,Charlotte Bobcats
2012-4-12,2012-4-14,Miami Heat,Chicago Bulls
2012-4-12,2012-4-14,Los Angeles Clippers,Minnesota Timberwolves
2012-4-12,2012-4-14,Memphis Grizzlies,San Antonio Spurs
2012-4-12,2012-4-14,Dallas Mavericks,Golden State Warriors
2012-4-13,2012-4-15,Cleveland Cavaliers,Indiana Pacers
2012-4-13,2012-4-15,Atlanta Hawks,Orlando Magic
2012-4-13,2012-4-15,New Jersey Nets,Philadelphia 76ers
2012-4-13,2012-4-15,Boston Celtics,Toronto Raptors
2012-4-13,2012-4-15,Charlotte Bobcats,Miami Heat
2012-4-13,2012-4-15,Washington Wizards,New York Knicks
2012-4-13,2012-4-15,Milwaukee Bucks,Detroit Pistons
2012-4-13,2012-4-15,Phoenix Suns,Houston Rockets
2012-4-13,2012-4-15,Utah Jazz,New Orleans Hornets
2012-4-13,2012-4-15,Sacramento Kings,Oklahoma City Thunder
2012-4-13,2012-4-15,Denver Nuggets,Los Angeles Lakers
2012-4-13,2012-4-15,Dallas Mavericks,Portland Trail Blazers
2012-4-14,2012-4-16,Golden State Warriors,Los Angeles Clippers
2012-4-14,2012-4-16,Cleveland Cavaliers,Washington Wizards
2012-4-14,2012-4-16,Boston Celtics,New Jersey Nets
2012-4-14,2012-4-16,Utah Jazz,Memphis Grizzlies
2012-4-14,2012-4-16,Oklahoma City Thunder,Minnesota Timberwolves
2012-4-14,2012-4-16,Indiana Pacers,Milwaukee Bucks
2012-4-14,2012-4-16,Phoenix Suns,San Antonio Spurs
2012-4-15,2012-4-17,Miami Heat,New York Knicks
2012-4-15,2012-4-17,Dallas Mavericks,Los Angeles Lakers
2012-4-15,2012-4-17,Toronto Raptors,Atlanta Hawks
2012-4-15,2012-4-17,Boston Celtics,Charlotte Bobcats
2012-4-15,2012-4-17,Orlando Magic,Cleveland Cavaliers
2012-4-15,2012-4-17,Chicago Bulls,Detroit Pistons
2012-4-15,2012-4-17,Portland Trail Blazers,Sacramento Kings
2012-4-15,2012-4-17,Memphis Grizzlies,New Orleans Hornets
2012-4-15,2012-4-17,Houston Rockets,Denver Nuggets
2012-4-16,2012-4-18,New Orleans Hornets,Charlotte Bobcats
2012-4-16,2012-4-18,Minnesota Timberwolves,Indiana Pacers
2012-4-16,2012-4-18,Philadelphia 76ers,Orlando Magic
2012-4-16,2012-4-18,Atlanta Hawks,Toronto Raptors
2012-4-16,2012-4-18,Miami Heat,New Jersey Nets
2012-4-16,2012-4-18,Washington Wizards,Chicago Bulls
2012-4-16,2012-4-18,Denver Nuggets,Houston Rockets
2012-4-16,2012-4-18,Dallas Mavericks,Utah Jazz
2012-4-16,2012-4-18,Portland Trail Blazers,Phoenix Suns
2012-4-16,2012-4-18,San Antonio Spurs,Golden State Warriors
2012-4-16,2012-4-18,Oklahoma City Thunder,Los Angeles Clippers
2012-4-17,2012-4-19,Indiana Pacers,Philadelphia 76ers
2012-4-17,2012-4-19,Cleveland Cavaliers,Detroit Pistons
2012-4-17,2012-4-19,Memphis Grizzlies,Minnesota Timberwolves
2012-4-17,2012-4-19,Boston Celtics,New York Knicks
2012-4-17,2012-4-19,San Antonio Spurs,Los Angeles Lakers
2012-4-18,2012-4-20,Chicago Bulls,Charlotte Bobcats
2012-4-18,2012-4-20,Philadelphia 76ers,Cleveland Cavaliers
2012-4-18,2012-4-20,Milwaukee Bucks,Washington Wizards
2012-4-18,2012-4-20,Detroit Pistons,Atlanta Hawks
