Start Date,End Date,Visitor/Neutral,Home/Neutral
2012-4-18,2012-4-20,Toronto Raptors,Miami Heat
2012-4-18,2012-4-20,New York Knicks,New Jersey Nets
2012-4-18,2012-4-20,Orlando Magic,Boston Celtics
2012-4-18,2012-4-20,New Orleans Hornets,Memphis Grizzlies
2012-4-18,2012-4-20,Houston Rockets,Dallas Mavericks
2012-4-18,2012-4-20,Los Angeles Clippers,Denver Nuggets
2012-4-18,2012-4-20,Oklahoma City Thunder,Phoenix Suns
2012-4-18,2012-4-20,Utah Jazz,Portland Trail Blazers
2012-4-18,2012-4-20,San Antonio Spurs,Sacramento Kings
2012-4-18,2012-4-20,Los Angeles Lakers,Golden State Warriors
2012-4-19,2012-4-21,Milwaukee Bucks,Indiana Pacers
2012-4-19,2012-4-21,Minnesota Timberwolves,Detroit Pistons
2012-4-19,2012-4-21,Chicago Bulls,Miami Heat
2012-4-19,2012-4-21,Houston Rockets,New Orleans Hornets
2012-4-19,2012-4-21,Los Angeles Clippers,Phoenix Suns
2012-4-20,2012-4-22,Boston Celtics,Atlanta Hawks
2012-4-20,2012-4-22,Memphis Grizzlies,Charlotte Bobcats
2012-4-20,2012-4-22,New York Knicks,Cleveland Cavaliers
2012-4-20,2012-4-22,Golden State Warriors,Dallas Mavericks
2012-4-20,2012-4-22,Los Angeles Lakers,San Antonio Spurs
2012-4-20,2012-4-22,Oklahoma City Thunder,Sacramento Kings
2012-4-21,2012-4-23,Denver Nuggets,Phoenix Suns
2012-4-21,2012-4-23,Philadelphia 76ers,Indiana Pacers
2012-4-21,2012-4-23,Washington Wizards,Miami Heat
2012-4-21,2012-4-23,Dallas Mavericks,Chicago Bulls
2012-4-21,2012-4-23,Golden State Warriors,Houston Rockets
2012-4-21,2012-4-23,Portland Trail Blazers,Memphis Grizzlies
2012-4-21,2012-4-23,New Jersey Nets,Milwaukee Bucks
2012-4-21,2012-4-23,Orlando Magic,Utah Jazz
2012-4-22,2012-4-24,New York Knicks,Atlanta Hawks
2012-4-22,2012-4-24,Oklahoma City Thunder,Los Angeles Lakers
2012-4-22,2012-4-24,Sacramento Kings,Charlotte Bobcats
2012-4-22,2012-4-24,Toronto Raptors,Detroit Pistons
2012-4-22,2012-4-24,Houston Rockets,Miami Heat
2012-4-22,2012-4-24,Golden State Warriors,Minnesota Timberwolves
2012-4-22,2012-4-24,Cleveland Cavaliers,San Antonio Spurs
2012-4-22,2012-4-24,Orlando Magic,Denver Nuggets
2012-4-22,2012-4-24,New Orleans Hornets,Los Angeles Clippers
2012-4-23,2012-4-25,Detroit Pistons,Indiana Pacers
2012-4-23,2012-4-25,Charlotte Bobcats,Washington Wizards
2012-4-23,2012-4-25,Philadelphia 76ers,New Jersey Nets
2012-4-23,2012-4-25,Cleveland Cavaliers,Memphis Grizzlies
2012-4-23,2012-4-25,Toronto Raptors,Milwaukee Bucks
2012-4-23,2012-4-25,Portland Trail Blazers,San Antonio Spurs
2012-4-24,2012-4-26,Los Angeles Clippers,Atlanta Hawks
2012-4-24,2012-4-26,Miami Heat,Boston Celtics
2012-4-24,2012-4-26,Sacramento Kings,Oklahoma City Thunder
2012-4-24,2012-4-26,New Orleans Hornets,Golden State Warriors
2012-4-24,2012-4-26,Phoenix Suns,Utah Jazz
2012-4-25,2012-4-27,Washington Wizards,Cleveland Cavaliers
2012-4-25,2012-4-27,Chicago Bulls,Indiana Pacers
2012-4-25,2012-4-27,Charlotte Bobcats,Orlando Magic
2012-4-25,2012-4-27,Philadelphia 76ers,Milwaukee Bucks
2012-4-25,2012-4-27,Los Angeles Clippers,New York Knicks
2012-4-25,2012-4-27,Denver Nuggets,Oklahoma City Thunder
2012-4-25,2012-4-27,San Antonio Spurs,Phoenix Suns
2012-4-26,2012-4-28,New Jersey Nets,Toronto Raptors
2012-4-26,2012-4-28,Dallas Mavericks,Atlanta Hawks
2012-4-26,2012-4-28,Milwaukee Bucks,Boston Celtics
2012-4-26,2012-4-28,New York Knicks,Charlotte Bobcats
2012-4-26,2012-4-28,Cleveland Cavaliers,Chicago Bulls
2012-4-26,2012-4-28,Philadelphia 76ers,Detroit Pistons
2012-4-26,2012-4-28,New Orleans Hornets,Houston Rockets
2012-4-26,2012-4-28,Orlando Magic,Memphis Grizzlies
2012-4-26,2012-4-28,Denver Nuggets,Minnesota Timberwolves
2012-4-26,2012-4-28,Portland Trail Blazers,Utah Jazz
2012-4-26,2012-4-28,Miami Heat,Washington Wizards
2012-4-26,2012-4-28,San Antonio Spurs,Golden State Warriors
2012-4-26,2012-4-28,Los Angeles Lakers,Sacramento Kings
2012-4-28,2012-4-30,Philadelphia 76ers,Chicago Bulls
2012-4-28,2012-4-30,New York Knicks,Miami Heat
2012-4-28,2012-4-30,Orlando Magic,Indiana Pacers
2012-4-28,2012-4-30,Dallas Mavericks,Oklahoma City Thunder
2012-4-29,2012-5-1,Utah Jazz,San Antonio Spurs
2012-4-29,2012-5-1,Denver Nuggets,Los Angeles Lakers
2012-4-29,2012-5-1,Boston Celtics,Atlanta Hawks
2012-4-29,2012-5-1,Los Angeles Clippers,Memphis Grizzlies
2012-4-30,2012-5-2,New York Knicks,Miami Heat
2012-4-30,2012-5-2,Orlando Magic,Indiana Pacers
2012-4-30,2012-5-2,Dallas Mavericks,Oklahoma City Thunder
2012-5-1,2012-5-3,Boston Celtics,Atlanta Hawks
2012-5-1,2012-5-3,Philadelphia 76ers,Chicago Bulls
2012-5-1,2012-5-3,Denver Nuggets,Los Angeles Lakers
2012-5-2,2012-5-4,Utah Jazz,San Antonio Spurs
2012-5-2,2012-5-4,Indiana Pacers,Orlando Magic
2012-5-2,2012-5-4,Los Angeles Clippers,Memphis Grizzlies
2012-5-3,2012-5-5,Miami Heat,New York Knicks
2012-5-3,2012-5-5,Oklahoma City Thunder,Dallas Mavericks
2012-5-4,2012-5-6,Atlanta Hawks,Boston Celtics
2012-5-4,2012-5-6,Chicago Bulls,Philadelphia 76ers
2012-5-4,2012-5-6,Los Angeles Lakers,Denver Nuggets
2012-5-5,2012-5-7,Indiana Pacers,Orlando Magic
2012-5-5,2012-5-7,Memphis Grizzlies,Los Angeles Clippers
2012-5-5,2012-5-7,Oklahoma City Thunder,Dallas Mavericks
2012-5-5,2012-5-7,San Antonio Spurs,Utah Jazz
2012-5-6,2012-5-8,Chicago Bulls,Philadelphia 76ers
2012-5-6,2012-5-8,Miami Heat,New York Knicks
2012-5-6,2012-5-8,Atlanta Hawks,Boston Celtics
2012-5-6,2012-5-8,Los Angeles Lakers,Denver Nuggets
2012-5-7,2012-5-9,San Antonio Spurs,Utah Jazz
2012-5-7,2012-5-9,Memphis Grizzlies,Los Angeles Clippers
2012-5-8,2012-5-10,Orlando Magic,Indiana Pacers
2012-5-8,2012-5-10,Boston Celtics,Atlanta Hawks
2012-5-8,2012-5-10,Philadelphia 76ers,Chicago Bulls
2012-5-8,2012-5-10,Denver Nuggets,Los Angeles Lakers
2012-5-9,2012-5-11,New York Knicks,Miami Heat
2012-5-9,2012-5-11,Los Angeles Clippers,Memphis Grizzlies
2012-5-10,2012-5-12,Chicago Bulls,Philadelphia 76ers
2012-5-10,2012-5-12,Atlanta Hawks,Boston Celtics
2012-5-10,2012-5-12,Los Angeles Lakers,Denver Nuggets
2012-5-11,2012-5-13,Memphis Grizzlies,Los Angeles Clippers
2012-5-12,2012-5-14,Philadelphia 76ers,Boston Celtics
2012-5-12,2012-5-14,Denver Nuggets,Los Angeles Lakers
2012-5-13,2012-5-15,Los Angeles Clippers,Memphis Grizzlies
2012-5-13,2012-5-15,Indiana Pacers,Miami Heat
2012-5-14,2012-5-16,Philadelphia 76ers,Boston Celtics
2012-5-14,2012-5-16,Los Angeles Lakers,Oklahoma City Thunder
2012-5-15,2012-5-17,Indiana Pacers,Miami Heat
2012-5-15,2012-5-17,Los Angeles Clippers,San Antonio Spurs
2012-5-16,2012-5-18,Boston Celtics,Philadelphia 76ers
2012-5-16,2012-5-18,Los Angeles Lakers,Oklahoma City Thunder
2012-5-17,2012-5-19,Miami Heat,Indiana Pacers
2012-5-17,2012-5-19,Los Angeles Clippers,San Antonio Spurs
2012-5-18,2012-5-20,Boston Celtics,Philadelphia 76ers
2012-5-18,2012-5-20,Oklahoma City Thunder,Los Angeles Lakers
2012-5-19,2012-5-21,San Antonio Spurs,Los Angeles Clippers
2012-5-19,2012-5-21,Oklahoma City Thunder,Los Angeles Lakers
2012-5-20,2012-5-22,Miami Heat,Indiana Pacers
2012-5-20,2012-5-22,San Antonio Spurs,Los Angeles Clippers
2012-5-21,2012-5-23,Philadelphia 76ers,Boston Celtics
2012-5-21,2012-5-23,Los Angeles Lakers,Oklahoma City Thunder
2012-5-22,2012-5-24,Indiana Pacers,Miami Heat
2012-5-23,2012-5-25,Boston Celtics,Philadelphia 76ers
2012-5-24,2012-5-26,Miami Heat,Indiana Pacers
2012-5-26,2012-5-28,Philadelphia 76ers,Boston Celtics
2012-5-27,2012-5-29,Oklahoma City Thunder,San Antonio Spurs
2012-5-28,2012-5-30,Boston Celtics,Miami Heat
2012-5-29,2012-5-31,Oklahoma City Thunder,San Antonio Spurs
2012-5-30,2012-6-1,Boston Celtics,Miami Heat
2012-5-31,2012-6-2,San Antonio Spurs,Oklahoma City Thunder
2012-6-1,2012-6-3,Miami Heat,Boston Celtics
2012-6-2,2012-6-4,San Antonio Spurs,Oklahoma City Thunder
2012-6-3,2012-6-5,Miami Heat,Boston Celtics
2012-6-4,2012-6-6,Oklahoma City Thunder,San Antonio Spurs
2012-6-5,2012-6-7,Boston Celtics,Miami Heat
2012-6-6,2012-6-8,San Antonio Spurs,Oklahoma City Thunder
2012-6-7,2012-6-9,Miami Heat,Boston Celtics
2012-6-9,2012-6-11,Boston Celtics,Miami Heat
2012-6-12,2012-6-14,Miami Heat,Oklahoma City Thunder
2012-6-14,2012-6-16,Miami Heat,Oklahoma City Thunder
2012-6-17,2012-6-19,Oklahoma City Thunder,Miami Heat
2012-6-19,2012-6-21,Oklahoma City Thunder,Miami Heat
2012-6-21,2012-6-23,Oklahoma City Thunder,Miami Heat
