Start Date,End Date,Visitor/Neutral,Home/Neutral
2007-3-13,2007-3-15,Philadelphia 76ers,Atlanta Hawks
2007-3-13,2007-3-15,Sacramento Kings,Cleveland Cavaliers
2007-3-13,2007-3-15,Utah Jazz,Miami Heat
2007-3-13,2007-3-15,Indiana Pacers,Minnesota Timberwolves
2007-3-13,2007-3-15,New Jersey Nets,New Orleans/Oklahoma City Hornets
2007-3-13,2007-3-15,Los Angeles Clippers,San Antonio Spurs
2007-3-13,2007-3-15,Boston Celtics,Chicago Bulls
2007-3-13,2007-3-15,Portland Trail Blazers,Denver Nuggets
2007-3-13,2007-3-15,Detroit Pistons,Seattle SuperSonics
2007-3-14,2007-3-16,Sacramento Kings,Charlotte Bobcats
2007-3-14,2007-3-16,Washington Wizards,Indiana Pacers
2007-3-14,2007-3-16,Utah Jazz,Orlando Magic
2007-3-14,2007-3-16,Chicago Bulls,Philadelphia 76ers
2007-3-14,2007-3-16,New York Knicks,Toronto Raptors
2007-3-14,2007-3-16,Atlanta Hawks,Boston Celtics
2007-3-14,2007-3-16,Cleveland Cavaliers,Memphis Grizzlies
2007-3-14,2007-3-16,Los Angeles Clippers,Houston Rockets
2007-3-14,2007-3-16,Phoenix Suns,Dallas Mavericks
2007-3-14,2007-3-16,Detroit Pistons,Portland Trail Blazers
2007-3-15,2007-3-17,San Antonio Spurs,Milwaukee Bucks
2007-3-15,2007-3-17,Miami Heat,New Jersey Nets
2007-3-15,2007-3-17,Los Angeles Lakers,Denver Nuggets
2007-3-16,2007-3-18,Los Angeles Clippers,Charlotte Bobcats
2007-3-16,2007-3-18,Utah Jazz,Philadelphia 76ers
2007-3-16,2007-3-18,Houston Rockets,Toronto Raptors
2007-3-16,2007-3-18,Sacramento Kings,Miami Heat
2007-3-16,2007-3-18,New Orleans/Oklahoma City Hornets,New York Knicks
2007-3-16,2007-3-18,Boston Celtics,Dallas Mavericks
2007-3-16,2007-3-18,Detroit Pistons,Phoenix Suns
2007-3-16,2007-3-18,Minnesota Timberwolves,Golden State Warriors
2007-3-16,2007-3-18,Portland Trail Blazers,Los Angeles Lakers
2007-3-17,2007-3-19,Atlanta Hawks,Indiana Pacers
2007-3-17,2007-3-19,Sacramento Kings,Orlando Magic
2007-3-17,2007-3-19,New Orleans/Oklahoma City Hornets,Washington Wizards
2007-3-17,2007-3-19,Utah Jazz,Cleveland Cavaliers
2007-3-17,2007-3-19,Chicago Bulls,Memphis Grizzlies
2007-3-17,2007-3-19,Boston Celtics,San Antonio Spurs
2007-3-17,2007-3-19,Charlotte Bobcats,Milwaukee Bucks
2007-3-17,2007-3-19,Phoenix Suns,Denver Nuggets
2007-3-17,2007-3-19,Golden State Warriors,Seattle SuperSonics
2007-3-18,2007-3-20,Toronto Raptors,New York Knicks
2007-3-18,2007-3-20,Dallas Mavericks,Detroit Pistons
2007-3-18,2007-3-20,Orlando Magic,Miami Heat
2007-3-18,2007-3-20,Los Angeles Clippers,New Jersey Nets
2007-3-18,2007-3-20,Houston Rockets,Philadelphia 76ers
2007-3-18,2007-3-20,Minnesota Timberwolves,Los Angeles Lakers
2007-3-18,2007-3-20,Seattle SuperSonics,Portland Trail Blazers
2007-3-19,2007-3-21,Sacramento Kings,Atlanta Hawks
2007-3-19,2007-3-21,Boston Celtics,New Orleans/Oklahoma City Hornets
2007-3-20,2007-3-22,Cleveland Cavaliers,Charlotte Bobcats
2007-3-20,2007-3-22,Denver Nuggets,New Jersey Nets
2007-3-20,2007-3-22,Philadelphia 76ers,Detroit Pistons
2007-3-20,2007-3-22,Dallas Mavericks,New York Knicks
2007-3-20,2007-3-22,New Orleans/Oklahoma City Hornets,Memphis Grizzlies
2007-3-20,2007-3-22,Los Angeles Clippers,Chicago Bulls
2007-3-20,2007-3-22,Golden State Warriors,Utah Jazz
2007-3-20,2007-3-22,Indiana Pacers,Houston Rockets
2007-3-20,2007-3-22,Minnesota Timberwolves,Phoenix Suns
2007-3-20,2007-3-22,Washington Wizards,Portland Trail Blazers
2007-3-21,2007-3-23,Miami Heat,Atlanta Hawks
2007-3-21,2007-3-23,Orlando Magic,Toronto Raptors
2007-3-21,2007-3-23,Charlotte Bobcats,Boston Celtics
2007-3-21,2007-3-23,Dallas Mavericks,Cleveland Cavaliers
2007-3-21,2007-3-23,Los Angeles Clippers,Milwaukee Bucks
2007-3-21,2007-3-23,Indiana Pacers,San Antonio Spurs
2007-3-21,2007-3-23,Minnesota Timberwolves,Sacramento Kings
2007-3-21,2007-3-23,Washington Wizards,Seattle SuperSonics
2007-3-22,2007-3-24,Portland Trail Blazers,New York Knicks
2007-3-22,2007-3-24,Los Angeles Lakers,Memphis Grizzlies
2007-3-22,2007-3-24,Denver Nuggets,Chicago Bulls
2007-3-22,2007-3-24,Detroit Pistons,Houston Rockets
2007-3-22,2007-3-24,Sacramento Kings,Phoenix Suns
2007-3-23,2007-3-25,Miami Heat,Indiana Pacers
2007-3-23,2007-3-25,New Jersey Nets,Orlando Magic
2007-3-23,2007-3-25,Charlotte Bobcats,Philadelphia 76ers
2007-3-23,2007-3-25,Denver Nuggets,Toronto Raptors
2007-3-23,2007-3-25,Portland Trail Blazers,Atlanta Hawks
2007-3-23,2007-3-25,Dallas Mavericks,Boston Celtics
2007-3-23,2007-3-25,New York Knicks,Cleveland Cavaliers
2007-3-23,2007-3-25,Los Angeles Lakers,New Orleans/Oklahoma City Hornets
2007-3-23,2007-3-25,Detroit Pistons,San Antonio Spurs
2007-3-23,2007-3-25,Washington Wizards,Golden State Warriors
2007-3-23,2007-3-25,Utah Jazz,Los Angeles Clippers
2007-3-23,2007-3-25,Minnesota Timberwolves,Seattle SuperSonics
2007-3-24,2007-3-26,New Jersey Nets,Charlotte Bobcats
2007-3-24,2007-3-26,Philadelphia 76ers,Miami Heat
2007-3-24,2007-3-26,Memphis Grizzlies,Utah Jazz
2007-3-24,2007-3-26,Washington Wizards,Los Angeles Clippers
2007-3-25,2007-3-27,Dallas Mavericks,Atlanta Hawks
2007-3-25,2007-3-27,Chicago Bulls,Indiana Pacers
2007-3-25,2007-3-27,Detroit Pistons,Milwaukee Bucks
2007-3-25,2007-3-27,Portland Trail Blazers,Minnesota Timberwolves
2007-3-25,2007-3-27,Phoenix Suns,Sacramento Kings
2007-3-25,2007-3-27,Denver Nuggets,Cleveland Cavaliers
2007-3-25,2007-3-27,Houston Rockets,New Orleans/Oklahoma City Hornets
2007-3-25,2007-3-27,San Antonio Spurs,Seattle SuperSonics
2007-3-25,2007-3-27,Golden State Warriors,Los Angeles Lakers
2007-3-26,2007-3-28,Toronto Raptors,Boston Celtics
2007-3-26,2007-3-28,Denver Nuggets,Detroit Pistons
2007-3-26,2007-3-28,Atlanta Hawks,Miami Heat
2007-3-26,2007-3-28,Orlando Magic,New York Knicks
2007-3-26,2007-3-28,Portland Trail Blazers,Chicago Bulls
2007-3-26,2007-3-28,Milwaukee Bucks,Houston Rockets
2007-3-26,2007-3-28,Washington Wizards,Utah Jazz
2007-3-26,2007-3-28,Memphis Grizzlies,Phoenix Suns
2007-3-26,2007-3-28,San Antonio Spurs,Golden State Warriors
2007-3-27,2007-3-29,Cleveland Cavaliers,Indiana Pacers
2007-3-27,2007-3-29,Seattle SuperSonics,Minnesota Timberwolves
2007-3-27,2007-3-29,Dallas Mavericks,New Orleans/Oklahoma City Hornets
2007-3-27,2007-3-29,Memphis Grizzlies,Los Angeles Lakers
2007-3-28,2007-3-30,Atlanta Hawks,Charlotte Bobcats
2007-3-28,2007-3-30,Miami Heat,Toronto Raptors
2007-3-28,2007-3-30,Philadelphia 76ers,Washington Wizards
2007-3-28,2007-3-30,Orlando Magic,Boston Celtics
2007-3-28,2007-3-30,Indiana Pacers,New Jersey Nets
2007-3-28,2007-3-30,Cleveland Cavaliers,New York Knicks
2007-3-28,2007-3-30,New Orleans/Oklahoma City Hornets,San Antonio Spurs
2007-3-28,2007-3-30,Milwaukee Bucks,Dallas Mavericks
2007-3-28,2007-3-30,Seattle SuperSonics,Denver Nuggets
2007-3-28,2007-3-30,Minnesota Timberwolves,Utah Jazz
2007-3-28,2007-3-30,Houston Rockets,Los Angeles Clippers
2007-3-29,2007-3-31,Detroit Pistons,Chicago Bulls
2007-3-29,2007-3-31,Memphis Grizzlies,Portland Trail Blazers
2007-3-29,2007-3-31,Phoenix Suns,Golden State Warriors
2007-3-30,2007-4-1,Milwaukee Bucks,Charlotte Bobcats
2007-3-30,2007-4-1,Boston Celtics,Philadelphia 76ers
2007-3-30,2007-4-1,Toronto Raptors,Washington Wizards
2007-3-30,2007-4-1,New Jersey Nets,Detroit Pistons
2007-3-30,2007-4-1,Miami Heat,Minnesota Timberwolves
2007-3-30,2007-4-1,Indiana Pacers,Orlando Magic
2007-3-30,2007-4-1,Utah Jazz,San Antonio Spurs
2007-3-30,2007-4-1,New York Knicks,Dallas Mavericks
2007-3-30,2007-4-1,Denver Nuggets,Phoenix Suns
2007-3-30,2007-4-1,Houston Rockets,Los Angeles Lakers
2007-3-30,2007-4-1,Los Angeles Clippers,Sacramento Kings
2007-3-30,2007-4-1,Memphis Grizzlies,Seattle SuperSonics
2007-3-31,2007-4-2,Cleveland Cavaliers,Chicago Bulls
2007-3-31,2007-4-2,Philadelphia 76ers,New Jersey Nets
2007-3-31,2007-4-2,New York Knicks,New Orleans/Oklahoma City Hornets
2007-3-31,2007-4-2,Los Angeles Clippers,Portland Trail Blazers
2007-4-1,2007-4-3,Miami Heat,Detroit Pistons
2007-4-1,2007-4-3,Chicago Bulls,Atlanta Hawks
2007-4-1,2007-4-3,Memphis Grizzlies,Golden State Warriors
2007-4-1,2007-4-3,Washington Wizards,Milwaukee Bucks
2007-4-1,2007-4-3,Dallas Mavericks,Phoenix Suns
2007-4-1,2007-4-3,Cleveland Cavaliers,Boston Celtics
2007-4-1,2007-4-3,Utah Jazz,Houston Rockets
2007-4-1,2007-4-3,Minnesota Timberwolves,Orlando Magic
2007-4-1,2007-4-3,Charlotte Bobcats,Toronto Raptors
2007-4-1,2007-4-3,San Antonio Spurs,Indiana Pacers
2007-4-1,2007-4-3,Denver Nuggets,Seattle SuperSonics
2007-4-1,2007-4-3,Sacramento Kings,Los Angeles Lakers
2007-4-3,2007-4-5,Washington Wizards,Charlotte Bobcats
2007-4-3,2007-4-5,Detroit Pistons,Indiana Pacers
2007-4-3,2007-4-5,Toronto Raptors,Miami Heat
2007-4-3,2007-4-5,Phoenix Suns,Memphis Grizzlies
2007-4-3,2007-4-5,New Orleans/Oklahoma City Hornets,Milwaukee Bucks
2007-4-3,2007-4-5,Cleveland Cavaliers,Minnesota Timberwolves
2007-4-3,2007-4-5,Seattle SuperSonics,San Antonio Spurs
2007-4-3,2007-4-5,Dallas Mavericks,Sacramento Kings
2007-4-3,2007-4-5,Denver Nuggets,Los Angeles Lakers
2007-4-4,2007-4-6,Toronto Raptors,Orlando Magic
2007-4-4,2007-4-6,Charlotte Bobcats,Washington Wizards
2007-4-4,2007-4-6,Chicago Bulls,Detroit Pistons
2007-4-4,2007-4-6,Atlanta Hawks,New Jersey Nets
2007-4-4,2007-4-6,Philadelphia 76ers,New York Knicks
2007-4-4,2007-4-6,Boston Celtics,Milwaukee Bucks
2007-4-4,2007-4-6,Seattle SuperSonics,New Orleans/Oklahoma City Hornets
2007-4-4,2007-4-6,Golden State Warriors,Houston Rockets
2007-4-4,2007-4-6,Sacramento Kings,Denver Nuggets
2007-4-4,2007-4-6,Utah Jazz,Portland Trail Blazers
2007-4-4,2007-4-6,Los Angeles Lakers,Los Angeles Clippers
2007-4-5,2007-4-7,Miami Heat,Cleveland Cavaliers
2007-4-5,2007-4-7,Phoenix Suns,San Antonio Spurs
2007-4-6,2007-4-8,Indiana Pacers,Charlotte Bobcats
2007-4-6,2007-4-8,Toronto Raptors,Philadelphia 76ers
2007-4-6,2007-4-8,Milwaukee Bucks,Atlanta Hawks
2007-4-6,2007-4-8,Miami Heat,Boston Celtics
2007-4-6,2007-4-8,Minnesota Timberwolves,New York Knicks
2007-4-6,2007-4-8,Golden State Warriors,Memphis Grizzlies
2007-4-6,2007-4-8,Phoenix Suns,New Orleans/Oklahoma City Hornets
2007-4-6,2007-4-8,Cleveland Cavaliers,Washington Wizards
2007-4-6,2007-4-8,New Jersey Nets,Chicago Bulls
2007-4-6,2007-4-8,Portland Trail Blazers,Houston Rockets
2007-4-6,2007-4-8,Utah Jazz,Sacramento Kings
2007-4-6,2007-4-8,Dallas Mavericks,Denver Nuggets
2007-4-6,2007-4-8,Los Angeles Lakers,Seattle SuperSonics
2007-4-7,2007-4-9,Boston Celtics,Indiana Pacers
2007-4-7,2007-4-9,Memphis Grizzlies,Orlando Magic
2007-4-7,2007-4-9,Washington Wizards,New Jersey Nets
2007-4-7,2007-4-9,New Orleans/Oklahoma City Hornets,Minnesota Timberwolves
2007-4-7,2007-4-9,Golden State Warriors,San Antonio Spurs
2007-4-7,2007-4-9,New York Knicks,Milwaukee Bucks
2007-4-7,2007-4-9,Portland Trail Blazers,Dallas Mavericks
2007-4-7,2007-4-9,Seattle SuperSonics,Utah Jazz
2007-4-7,2007-4-9,Denver Nuggets,Los Angeles Clippers
2007-4-8,2007-4-10,Cleveland Cavaliers,Detroit Pistons
2007-4-8,2007-4-10,Phoenix Suns,Los Angeles Lakers
2007-4-8,2007-4-10,Charlotte Bobcats,Miami Heat
2007-4-8,2007-4-10,Chicago Bulls,Toronto Raptors
2007-4-8,2007-4-10,Atlanta Hawks,Philadelphia 76ers
2007-4-8,2007-4-10,Houston Rockets,Sacramento Kings
2007-4-9,2007-4-11,Detroit Pistons,New York Knicks
2007-4-9,2007-4-11,Orlando Magic,Milwaukee Bucks
2007-4-9,2007-4-11,Toronto Raptors,Minnesota Timberwolves
2007-4-9,2007-4-11,Portland Trail Blazers,San Antonio Spurs
2007-4-9,2007-4-11,Los Angeles Clippers,Dallas Mavericks
2007-4-9,2007-4-11,Los Angeles Lakers,Denver Nuggets
2007-4-9,2007-4-11,Houston Rockets,Seattle SuperSonics
2007-4-9,2007-4-11,Utah Jazz,Golden State Warriors
2007-4-10,2007-4-12,Boston Celtics,Atlanta Hawks
2007-4-10,2007-4-12,Miami Heat,Charlotte Bobcats
2007-4-10,2007-4-12,Indiana Pacers,Philadelphia 76ers
2007-4-10,2007-4-12,New Jersey Nets,Washington Wizards
2007-4-10,2007-4-12,Sacramento Kings,Memphis Grizzlies
2007-4-10,2007-4-12,Los Angeles Clippers,New Orleans/Oklahoma City Hornets
2007-4-10,2007-4-12,New York Knicks,Chicago Bulls
2007-4-11,2007-4-13,Philadelphia 76ers,Boston Celtics
2007-4-11,2007-4-13,Washington Wizards,Miami Heat
2007-4-11,2007-4-13,Orlando Magic,Detroit Pistons
2007-4-11,2007-4-13,Indiana Pacers,Milwaukee Bucks
2007-4-11,2007-4-13,Dallas Mavericks,Minnesota Timberwolves
2007-4-11,2007-4-13,Sacramento Kings,San Antonio Spurs
2007-4-11,2007-4-13,Denver Nuggets,Utah Jazz
2007-4-11,2007-4-13,Seattle SuperSonics,Phoenix Suns
2007-4-11,2007-4-13,Houston Rockets,Portland Trail Blazers
2007-4-12,2007-4-14,New Jersey Nets,Cleveland Cavaliers
2007-4-12,2007-4-14,Los Angeles Clippers,Los Angeles Lakers
2007-4-13,2007-4-15,Detroit Pistons,Toronto Raptors
2007-4-13,2007-4-15,Washington Wizards,Atlanta Hawks
2007-4-13,2007-4-15,Milwaukee Bucks,Boston Celtics
2007-4-13,2007-4-15,New York Knicks,New Jersey Nets
2007-4-13,2007-4-15,Indiana Pacers,Miami Heat
2007-4-13,2007-4-15,San Antonio Spurs,Minnesota Timberwolves
2007-4-13,2007-4-15,Denver Nuggets,New Orleans/Oklahoma City Hornets
2007-4-13,2007-4-15,Charlotte Bobcats,Chicago Bulls
2007-4-13,2007-4-15,Utah Jazz,Dallas Mavericks
2007-4-13,2007-4-15,Golden State Warriors,Sacramento Kings
2007-4-13,2007-4-15,Portland Trail Blazers,Los Angeles Clippers
2007-4-13,2007-4-15,Los Angeles Lakers,Phoenix Suns
2007-4-14,2007-4-16,Orlando Magic,Philadelphia 76ers
2007-4-14,2007-4-16,Atlanta Hawks,Cleveland Cavaliers
2007-4-14,2007-4-16,Denver Nuggets,Memphis Grizzlies
2007-4-14,2007-4-16,New Orleans/Oklahoma City Hornets,Houston Rockets
2007-4-14,2007-4-16,Charlotte Bobcats,Milwaukee Bucks
2007-4-14,2007-4-16,Phoenix Suns,Utah Jazz
2007-4-14,2007-4-16,Seattle SuperSonics,Portland Trail Blazers
2007-4-15,2007-4-17,Chicago Bulls,Washington Wizards
2007-4-15,2007-4-17,San Antonio Spurs,Dallas Mavericks
2007-4-15,2007-4-17,Minnesota Timberwolves,Golden State Warriors
2007-4-15,2007-4-17,New Jersey Nets,Indiana Pacers
2007-4-15,2007-4-17,Sacramento Kings,Los Angeles Clippers
2007-4-15,2007-4-17,Philadelphia 76ers,Detroit Pistons
2007-4-15,2007-4-17,Boston Celtics,Orlando Magic
2007-4-15,2007-4-17,New York Knicks,Toronto Raptors
2007-4-15,2007-4-17,Seattle SuperSonics,Los Angeles Lakers
2007-4-16,2007-4-18,Boston Celtics,Miami Heat
2007-4-16,2007-4-18,New Jersey Nets,New York Knicks
2007-4-16,2007-4-18,San Antonio Spurs,Memphis Grizzlies
2007-4-16,2007-4-18,Atlanta Hawks,Milwaukee Bucks
2007-4-16,2007-4-18,Phoenix Suns,Houston Rockets
2007-4-16,2007-4-18,Minnesota Timberwolves,Denver Nuggets
2007-4-16,2007-4-18,Portland Trail Blazers,Utah Jazz
2007-4-16,2007-4-18,New Orleans/Oklahoma City Hornets,Sacramento Kings
2007-4-17,2007-4-19,Indiana Pacers,Atlanta Hawks
2007-4-17,2007-4-19,Cleveland Cavaliers,Philadelphia 76ers
2007-4-17,2007-4-19,Orlando Magic,Washington Wizards
2007-4-17,2007-4-19,Toronto Raptors,Detroit Pistons
2007-4-17,2007-4-19,Los Angeles Clippers,Phoenix Suns
2007-4-17,2007-4-19,Dallas Mavericks,Golden State Warriors
2007-4-18,2007-4-20,New York Knicks,Charlotte Bobcats
2007-4-18,2007-4-20,Milwaukee Bucks,Cleveland Cavaliers
2007-4-18,2007-4-20,Miami Heat,Orlando Magic
2007-4-18,2007-4-20,Philadelphia 76ers,Toronto Raptors
2007-4-18,2007-4-20,Detroit Pistons,Boston Celtics
2007-4-18,2007-4-20,Chicago Bulls,New Jersey Nets
2007-4-18,2007-4-20,Washington Wizards,Indiana Pacers
2007-4-18,2007-4-20,Memphis Grizzlies,Minnesota Timberwolves
2007-4-18,2007-4-20,Denver Nuggets,San Antonio Spurs
2007-4-18,2007-4-20,Houston Rockets,Utah Jazz
2007-4-18,2007-4-20,Golden State Warriors,Portland Trail Blazers
2007-4-18,2007-4-20,Los Angeles Lakers,Sacramento Kings
2007-4-18,2007-4-20,Dallas Mavericks,Seattle SuperSonics
2007-4-18,2007-4-20,New Orleans/Oklahoma City Hornets,Los Angeles Clippers
2007-4-21,2007-4-23,New Jersey Nets,Toronto Raptors
2007-4-21,2007-4-23,Miami Heat,Chicago Bulls
2007-4-21,2007-4-23,Orlando Magic,Detroit Pistons
2007-4-21,2007-4-23,Utah Jazz,Houston Rockets
2007-4-22,2007-4-24,Washington Wizards,Cleveland Cavaliers
2007-4-22,2007-4-24,Los Angeles Lakers,Phoenix Suns
2007-4-22,2007-4-24,Denver Nuggets,San Antonio Spurs
2007-4-22,2007-4-24,Golden State Warriors,Dallas Mavericks
2007-4-23,2007-4-25,Orlando Magic,Detroit Pistons
2007-4-23,2007-4-25,Utah Jazz,Houston Rockets
2007-4-24,2007-4-26,New Jersey Nets,Toronto Raptors
2007-4-24,2007-4-26,Miami Heat,Chicago Bulls
2007-4-24,2007-4-26,Los Angeles Lakers,Phoenix Suns
2007-4-25,2007-4-27,Denver Nuggets,San Antonio Spurs
2007-4-25,2007-4-27,Washington Wizards,Cleveland Cavaliers
2007-4-25,2007-4-27,Golden State Warriors,Dallas Mavericks
2007-4-26,2007-4-28,Detroit Pistons,Orlando Magic
2007-4-26,2007-4-28,Houston Rockets,Utah Jazz
2007-4-26,2007-4-28,Phoenix Suns,Los Angeles Lakers
2007-4-27,2007-4-29,Toronto Raptors,New Jersey Nets
2007-4-27,2007-4-29,Chicago Bulls,Miami Heat
2007-4-27,2007-4-29,Dallas Mavericks,Golden State Warriors
2007-4-28,2007-4-30,Detroit Pistons,Orlando Magic
2007-4-28,2007-4-30,Cleveland Cavaliers,Washington Wizards
2007-4-28,2007-4-30,San Antonio Spurs,Denver Nuggets
2007-4-28,2007-4-30,Houston Rockets,Utah Jazz
2007-4-29,2007-5-1,Chicago Bulls,Miami Heat
2007-4-29,2007-5-1,Phoenix Suns,Los Angeles Lakers
2007-4-29,2007-5-1,Toronto Raptors,New Jersey Nets
2007-4-29,2007-5-1,Dallas Mavericks,Golden State Warriors
2007-4-30,2007-5-2,Cleveland Cavaliers,Washington Wizards
2007-4-30,2007-5-2,Utah Jazz,Houston Rockets
2007-4-30,2007-5-2,San Antonio Spurs,Denver Nuggets
2007-5-1,2007-5-3,New Jersey Nets,Toronto Raptors
2007-5-1,2007-5-3,Golden State Warriors,Dallas Mavericks
2007-5-2,2007-5-4,Denver Nuggets,San Antonio Spurs
2007-5-2,2007-5-4,Los Angeles Lakers,Phoenix Suns
2007-5-3,2007-5-5,Houston Rockets,Utah Jazz
2007-5-3,2007-5-5,Dallas Mavericks,Golden State Warriors
2007-5-4,2007-5-6,Toronto Raptors,New Jersey Nets
2007-5-5,2007-5-7,Chicago Bulls,Detroit Pistons
2007-5-5,2007-5-7,Utah Jazz,Houston Rockets
2007-5-6,2007-5-8,New Jersey Nets,Cleveland Cavaliers
2007-5-6,2007-5-8,San Antonio Spurs,Phoenix Suns
2007-5-7,2007-5-9,Chicago Bulls,Detroit Pistons
2007-5-7,2007-5-9,Golden State Warriors,Utah Jazz
2007-5-8,2007-5-10,New Jersey Nets,Cleveland Cavaliers
2007-5-8,2007-5-10,San Antonio Spurs,Phoenix Suns
2007-5-9,2007-5-11,Golden State Warriors,Utah Jazz
2007-5-10,2007-5-12,Detroit Pistons,Chicago Bulls
2007-5-11,2007-5-13,Utah Jazz,Golden State Warriors
2007-5-12,2007-5-14,Cleveland Cavaliers,New Jersey Nets
2007-5-12,2007-5-14,Phoenix Suns,San Antonio Spurs
2007-5-13,2007-5-15,Detroit Pistons,Chicago Bulls
2007-5-13,2007-5-15,Utah Jazz,Golden State Warriors
2007-5-14,2007-5-16,Cleveland Cavaliers,New Jersey Nets
2007-5-14,2007-5-16,Phoenix Suns,San Antonio Spurs
2007-5-15,2007-5-17,Chicago Bulls,Detroit Pistons
2007-5-15,2007-5-17,Golden State Warriors,Utah Jazz
2007-5-16,2007-5-18,New Jersey Nets,Cleveland Cavaliers
2007-5-16,2007-5-18,San Antonio Spurs,Phoenix Suns
2007-5-17,2007-5-19,Detroit Pistons,Chicago Bulls
2007-5-18,2007-5-20,Cleveland Cavaliers,New Jersey Nets
2007-5-18,2007-5-20,Phoenix Suns,San Antonio Spurs
2007-5-20,2007-5-22,Utah Jazz,San Antonio Spurs
2007-5-21,2007-5-23,Cleveland Cavaliers,Detroit Pistons
2007-5-22,2007-5-24,Utah Jazz,San Antonio Spurs
2007-5-24,2007-5-26,Cleveland Cavaliers,Detroit Pistons
2007-5-26,2007-5-28,San Antonio Spurs,Utah Jazz
2007-5-27,2007-5-29,Detroit Pistons,Cleveland Cavaliers
2007-5-28,2007-5-30,San Antonio Spurs,Utah Jazz
2007-5-29,2007-5-31,Detroit Pistons,Cleveland Cavaliers
2007-5-30,2007-6-1,Utah Jazz,San Antonio Spurs
2007-5-31,2007-6-2,Cleveland Cavaliers,Detroit Pistons
2007-6-2,2007-6-4,Detroit Pistons,Cleveland Cavaliers
2007-6-7,2007-6-9,Cleveland Cavaliers,San Antonio Spurs
2007-6-10,2007-6-12,Cleveland Cavaliers,San Antonio Spurs
2007-6-12,2007-6-14,San Antonio Spurs,Cleveland Cavaliers
2007-6-14,2007-6-16,San Antonio Spurs,Cleveland Cavaliers
2007-10-30,2007-11-1,Portland Trail Blazers,San Antonio Spurs
2007-10-30,2007-11-1,Utah Jazz,Golden State Warriors
2007-10-30,2007-11-1,Houston Rockets,Los Angeles Lakers
2007-10-31,2007-11-2,Washington Wizards,Indiana Pacers
2007-10-31,2007-11-2,Milwaukee Bucks,Orlando Magic
2007-10-31,2007-11-2,Philadelphia 76ers,Toronto Raptors
2007-10-31,2007-11-2,Chicago Bulls,New Jersey Nets
2007-10-31,2007-11-2,Dallas Mavericks,Cleveland Cavaliers
2007-10-31,2007-11-2,San Antonio Spurs,Memphis Grizzlies
2007-10-31,2007-11-2,Sacramento Kings,New Orleans Hornets
2007-10-31,2007-11-2,Seattle SuperSonics,Denver Nuggets
2007-11-1,2007-11-3,Detroit Pistons,Miami Heat
2007-11-1,2007-11-3,Houston Rockets,Utah Jazz
2007-11-1,2007-11-3,Phoenix Suns,Seattle SuperSonics
2007-11-2,2007-11-4,Milwaukee Bucks,Charlotte Bobcats
2007-11-2,2007-11-4,Miami Heat,Indiana Pacers
2007-11-2,2007-11-4,Detroit Pistons,Orlando Magic
2007-11-2,2007-11-4,Dallas Mavericks,Atlanta Hawks
2007-11-2,2007-11-4,New York Knicks,Cleveland Cavaliers
2007-11-2,2007-11-4,Toronto Raptors,New Jersey Nets
2007-11-2,2007-11-4,Washington Wizards,Boston Celtics
2007-11-2,2007-11-4,Denver Nuggets,Minnesota Timberwolves
2007-11-2,2007-11-4,Portland Trail Blazers,New Orleans Hornets
2007-11-2,2007-11-4,Philadelphia 76ers,Chicago Bulls
2007-11-2,2007-11-4,Sacramento Kings,San Antonio Spurs
2007-11-2,2007-11-4,Golden State Warriors,Los Angeles Clippers
2007-11-2,2007-11-4,Los Angeles Lakers,Phoenix Suns
2007-11-3,2007-11-5,New Jersey Nets,Philadelphia 76ers
2007-11-3,2007-11-5,Orlando Magic,Washington Wizards
2007-11-3,2007-11-5,Indiana Pacers,Memphis Grizzlies
2007-11-3,2007-11-5,Sacramento Kings,Dallas Mavericks
2007-11-3,2007-11-5,Portland Trail Blazers,Houston Rockets
2007-11-3,2007-11-5,Chicago Bulls,Milwaukee Bucks
2007-11-3,2007-11-5,Golden State Warriors,Utah Jazz
2007-11-4,2007-11-6,Boston Celtics,Toronto Raptors
2007-11-4,2007-11-6,Seattle SuperSonics,Los Angeles Clippers
2007-11-4,2007-11-6,Charlotte Bobcats,Miami Heat
2007-11-4,2007-11-6,Minnesota Timberwolves,New York Knicks
2007-11-4,2007-11-6,Atlanta Hawks,Detroit Pistons
2007-11-4,2007-11-6,New Orleans Hornets,Denver Nuggets
2007-11-4,2007-11-6,Cleveland Cavaliers,Phoenix Suns
2007-11-4,2007-11-6,Utah Jazz,Los Angeles Lakers
2007-11-5,2007-11-7,Houston Rockets,Dallas Mavericks
2007-11-6,2007-11-8,Phoenix Suns,Charlotte Bobcats
2007-11-6,2007-11-8,Atlanta Hawks,New Jersey Nets
2007-11-6,2007-11-8,Denver Nuggets,New York Knicks
2007-11-6,2007-11-8,Toronto Raptors,Milwaukee Bucks
2007-11-6,2007-11-8,Orlando Magic,Minnesota Timberwolves
2007-11-6,2007-11-8,Los Angeles Clippers,Chicago Bulls
2007-11-6,2007-11-8,San Antonio Spurs,Houston Rockets
2007-11-6,2007-11-8,Seattle SuperSonics,Sacramento Kings
2007-11-6,2007-11-8,Cleveland Cavaliers,Golden State Warriors
2007-11-6,2007-11-8,New Orleans Hornets,Los Angeles Lakers
2007-11-7,2007-11-9,Phoenix Suns,Atlanta Hawks
2007-11-7,2007-11-9,Los Angeles Clippers,Indiana Pacers
