Date,Close
2020-12-30,"3,732.04"
2020-12-29,"3,727.04"
2020-12-28,"3,735.36"
2020-12-24,"3,703.06"
2020-12-23,"3,690.01"
2020-12-22,"3,687.26"
2020-12-21,"3,694.92"
2020-12-18,"3,709.41"
2020-12-17,"3,722.48"
2020-12-16,"3,701.17"
2020-12-15,"3,694.62"
2020-12-14,"3,647.49"
2020-12-11,"3,663.46"
2020-12-10,"3,668.10"
2020-12-09,"3,672.82"
2020-12-08,"3,702.25"
2020-12-07,"3,691.96"
2020-12-04,"3,699.12"
2020-12-03,"3,666.72"
2020-12-02,"3,669.01"
2020-12-01,"3,662.45"
2020-11-30,"3,621.63"
2020-11-27,"3,638.35"
2020-11-25,"3,629.65"
2020-11-24,"3,635.41"
2020-11-23,"3,577.59"
2020-11-20,"3,557.54"
2020-11-19,"3,581.87"
2020-11-18,"3,567.79"
2020-11-17,"3,609.53"
2020-11-16,"3,626.91"
2020-11-13,"3,585.15"
2020-11-12,"3,537.01"
2020-11-11,"3,572.66"
2020-11-10,"3,545.53"
2020-11-09,"3,550.50"
2020-11-06,"3,509.44"
2020-11-05,"3,510.45"
2020-11-04,"3,443.44"
2020-11-03,"3,369.16"
2020-11-02,"3,310.24"
2020-10-30,"3,269.96"
2020-10-29,"3,310.11"
2020-10-28,"3,271.03"
2020-10-27,"3,390.68"
2020-10-26,"3,400.97"
2020-10-23,"3,465.39"
2020-10-22,"3,453.49"
2020-10-21,"3,435.56"
2020-10-20,"3,443.12"
2020-10-19,"3,426.92"
2020-10-16,"3,483.81"
2020-10-15,"3,483.34"
2020-10-14,"3,488.67"
2020-10-13,"3,511.93"
2020-10-12,"3,534.22"
2020-10-09,"3,477.14"
2020-10-08,"3,446.83"
2020-10-07,"3,419.44"
2020-10-06,"3,360.97"
2020-10-05,"3,408.60"
2020-10-02,"3,348.42"
2020-10-01,"3,380.80"
2020-09-29,"3,335.47"
2020-09-28,"3,351.60"
2020-09-25,"3,298.46"
2020-09-24,"3,246.59"
2020-09-23,"3,236.92"
2020-09-22,"3,315.57"
2020-09-21,"3,281.06"
2020-09-18,"3,319.47"
2020-09-17,"3,357.01"
2020-09-16,"3,385.49"
2020-09-15,"3,401.20"
2020-09-14,"3,383.54"
2020-09-11,"3,340.97"
2020-09-10,"3,339.19"
2020-09-09,"3,398.96"
2020-09-08,"3,331.84"
2020-09-04,"3,426.96"
2020-09-03,"3,455.06"
2020-09-02,"3,580.84"
2020-09-01,"3,526.65"
2020-08-31,"3,500.31"
2020-08-28,"3,508.01"
2020-08-27,"3,484.55"
2020-08-26,"3,478.73"
2020-08-25,"3,443.62"
2020-08-24,"3,431.28"
2020-08-21,"3,397.16"
2020-08-20,"3,385.51"
2020-08-19,"3,374.85"
2020-08-18,"3,389.78"
2020-08-17,"3,381.99"
2020-08-14,"3,372.85"
2020-08-13,"3,373.43"
2020-08-12,"3,380.35"
2020-08-11,"3,333.69"
2020-08-10,"3,360.47"
2020-08-07,"3,351.28"
2020-08-06,"3,349.16"
2020-08-05,"3,327.77"
2020-08-04,"3,306.51"
2020-08-03,"3,294.61"
2020-07-31,"3,271.12"
2020-07-30,"3,246.22"
2020-07-29,"3,258.44"
2020-07-28,"3,218.44"
2020-07-27,"3,239.41"
2020-07-24,"3,215.63"
2020-07-23,"3,235.66"
2020-07-22,"3,276.02"
2020-07-21,"3,257.30"
2020-07-20,"3,251.84"
2020-07-17,"3,224.73"
2020-07-16,"3,215.57"
2020-07-15,"3,226.56"
2020-07-14,"3,197.52"
2020-07-13,"3,155.22"
2020-07-10,"3,185.04"
2020-07-09,"3,152.05"
2020-07-08,"3,169.94"
2020-07-07,"3,145.32"
2020-07-06,"3,179.72"
2020-07-02,"3,130.01"
2020-07-01,"3,115.86"
2020-06-29,"3,053.24"
2020-06-26,"3,009.05"
2020-06-25,"3,083.76"
2020-06-24,"3,050.33"
2020-06-23,"3,131.29"
2020-06-22,"3,117.86"
2020-06-19,"3,097.74"
2020-06-18,"3,115.34"
2020-06-17,"3,113.49"
2020-06-16,"3,124.74"
2020-06-15,"3,066.59"
2020-06-12,"3,041.31"
2020-06-11,"3,002.10"
2020-06-10,"3,190.14"
2020-06-09,"3,207.18"
2020-06-08,"3,232.39"
2020-06-05,"3,193.93"
2020-06-04,"3,112.35"
2020-06-03,"3,122.87"
2020-06-02,"3,080.82"
2020-06-01,"3,055.73"
2020-05-29,"3,044.31"
2020-05-28,"3,029.73"
2020-05-27,"3,036.13"
2020-05-26,"2,991.77"
2020-05-22,"2,955.45"
2020-05-21,"2,948.51"
2020-05-20,"2,971.61"
2020-05-19,"2,922.94"
2020-05-18,"2,953.91"
2020-05-15,"2,863.70"
2020-05-14,"2,852.50"
2020-05-13,"2,820.00"
2020-05-12,"2,870.12"
2020-05-11,"2,930.19"
2020-05-08,"2,929.80"
2020-05-07,"2,881.19"
2020-05-06,"2,848.42"
2020-05-05,"2,868.44"
2020-05-04,"2,842.74"
2020-05-01,"2,830.71"
2020-04-30,"2,912.43"
2020-04-29,"2,939.51"
2020-04-28,"2,863.39"
2020-04-27,"2,878.48"
2020-04-24,"2,836.74"
2020-04-23,"2,797.80"
2020-04-22,"2,799.31"
2020-04-21,"2,736.56"
2020-04-20,"2,823.16"
2020-04-17,"2,874.56"
2020-04-16,"2,799.55"
2020-04-15,"2,783.36"
2020-04-14,"2,846.06"
2020-04-13,"2,761.63"
2020-04-09,"2,789.82"
2020-04-08,"2,749.98"
2020-04-07,"2,659.41"
2020-04-06,"2,663.68"
2020-04-03,"2,488.65"
2020-04-02,"2,526.90"
2020-04-01,"2,470.50"
2020-03-30,"2,626.65"
2020-03-27,"2,541.47"
2020-03-26,"2,630.07"
2020-03-25,"2,475.56"
2020-03-24,"2,447.33"
2020-03-23,"2,237.40"
