Date,Close
2018-12-28,"2,485.74"
2018-12-27,"2,488.83"
2018-12-26,"2,467.70"
2018-12-24,"2,351.10"
2018-12-21,"2,416.62"
2018-12-20,"2,467.42"
2018-12-19,"2,506.96"
2018-12-18,"2,546.16"
2018-12-17,"2,545.94"
2018-12-14,"2,599.95"
2018-12-13,"2,650.54"
2018-12-12,"2,651.07"
2018-12-11,"2,636.78"
2018-12-10,"2,637.72"
2018-12-07,"2,633.08"
2018-12-06,"2,695.95"
2018-12-04,"2,700.06"
2018-12-03,"2,790.37"
2018-11-30,"2,760.17"
2018-11-29,"2,737.80"
2018-11-28,"2,743.79"
2018-11-27,"2,682.17"
2018-11-26,"2,673.45"
2018-11-23,"2,632.56"
2018-11-21,"2,649.93"
2018-11-20,"2,641.89"
2018-11-19,"2,690.73"
2018-11-16,"2,736.27"
2018-11-15,"2,730.20"
2018-11-14,"2,701.58"
2018-11-13,"2,722.18"
2018-11-12,"2,726.22"
2018-11-09,"2,781.01"
2018-11-08,"2,806.83"
2018-11-07,"2,813.89"
2018-11-06,"2,755.45"
2018-11-05,"2,738.31"
2018-11-02,"2,723.06"
2018-11-01,"2,740.37"
2018-10-31,"2,711.74"
2018-10-30,"2,682.63"
2018-10-29,"2,641.25"
2018-10-26,"2,658.69"
2018-10-25,"2,705.57"
2018-10-24,"2,656.10"
2018-10-23,"2,740.69"
2018-10-22,"2,755.88"
2018-10-19,"2,767.78"
2018-10-18,"2,768.78"
2018-10-17,"2,809.21"
2018-10-16,"2,809.92"
2018-10-15,"2,750.79"
2018-10-12,"2,767.13"
2018-10-11,"2,728.37"
2018-10-10,"2,785.68"
2018-10-09,"2,880.34"
2018-10-08,"2,884.43"
2018-10-05,"2,885.57"
2018-10-04,"2,901.61"
2018-10-03,"2,925.51"
2018-10-02,"2,923.43"
2018-10-01,"2,924.59"
2018-09-28,"2,913.98"
2018-09-27,"2,914.00"
2018-09-26,"2,905.97"
2018-09-25,"2,915.56"
2018-09-24,"2,919.37"
2018-09-21,"2,929.67"
2018-09-20,"2,930.75"
2018-09-19,"2,907.95"
2018-09-18,"2,904.31"
2018-09-17,"2,888.80"
2018-09-14,"2,904.98"
2018-09-13,"2,904.18"
2018-09-12,"2,888.92"
2018-09-11,"2,887.89"
2018-09-10,"2,877.13"
2018-09-07,"2,871.68"
2018-09-06,"2,878.05"
2018-09-05,"2,888.60"
2018-09-04,"2,896.72"
2018-08-31,"2,901.52"
2018-08-30,"2,901.13"
2018-08-29,"2,914.04"
2018-08-28,"2,897.52"
2018-08-27,"2,896.74"
2018-08-24,"2,874.69"
2018-08-23,"2,856.98"
2018-08-22,"2,861.82"
2018-08-21,"2,862.96"
2018-08-20,"2,857.05"
2018-08-17,"2,850.13"
2018-08-16,"2,840.69"
2018-08-15,"2,818.37"
2018-08-14,"2,839.96"
2018-08-13,"2,821.93"
2018-08-10,"2,833.28"
2018-08-09,"2,853.58"
2018-08-08,"2,857.70"
2018-08-07,"2,858.45"
2018-08-06,"2,850.40"
2018-08-03,"2,840.35"
2018-08-02,"2,827.22"
2018-08-01,"2,813.36"
2018-07-31,"2,816.29"
2018-07-30,"2,802.60"
2018-07-27,"2,818.82"
2018-07-26,"2,837.44"
2018-07-25,"2,846.07"
2018-07-24,"2,820.40"
2018-07-23,"2,806.98"
2018-07-20,"2,801.83"
2018-07-19,"2,804.49"
2018-07-18,"2,815.62"
2018-07-17,"2,809.55"
2018-07-16,"2,798.43"
2018-07-13,"2,801.31"
2018-07-12,"2,798.29"
2018-07-11,"2,774.02"
2018-07-10,"2,793.84"
2018-07-09,"2,784.17"
2018-07-06,"2,759.82"
2018-07-05,"2,736.61"
2018-07-03,"2,713.22"
2018-07-02,"2,726.71"
2018-06-29,"2,718.37"
2018-06-28,"2,716.31"
2018-06-27,"2,699.63"
2018-06-26,"2,723.06"
2018-06-25,"2,717.07"
2018-06-22,"2,754.88"
2018-06-21,"2,749.76"
2018-06-20,"2,767.32"
2018-06-19,"2,762.59"
2018-06-18,"2,773.75"
2018-06-15,"2,779.66"
2018-06-14,"2,782.49"
2018-06-13,"2,775.63"
2018-06-12,"2,786.85"
2018-06-11,"2,782.00"
2018-06-08,"2,779.03"
2018-06-07,"2,770.37"
2018-06-06,"2,772.35"
2018-06-05,"2,748.80"
2018-06-04,"2,746.87"
2018-06-01,"2,734.62"
2018-05-31,"2,705.27"
2018-05-30,"2,724.01"
2018-05-29,"2,689.86"
2018-05-25,"2,721.33"
2018-05-24,"2,727.76"
2018-05-23,"2,733.29"
2018-05-22,"2,724.44"
2018-05-21,"2,733.01"
2018-05-18,"2,712.97"
2018-05-17,"2,720.13"
2018-05-16,"2,722.46"
2018-05-15,"2,711.45"
2018-05-14,"2,730.13"
2018-05-11,"2,727.72"
2018-05-10,"2,723.07"
2018-05-09,"2,697.79"
2018-05-08,"2,671.92"
2018-05-07,"2,672.63"
2018-05-04,"2,663.42"
2018-05-03,"2,629.73"
2018-05-02,"2,635.67"
2018-05-01,"2,654.80"
2018-04-30,"2,648.05"
2018-04-27,"2,669.91"
2018-04-26,"2,666.94"
2018-04-25,"2,639.40"
2018-04-24,"2,634.56"
2018-04-23,"2,670.29"
2018-04-20,"2,670.14"
2018-04-19,"2,693.13"
2018-04-18,"2,708.64"
2018-04-17,"2,706.39"
2018-04-16,"2,677.84"
2018-04-13,"2,656.30"
2018-04-12,"2,663.99"
2018-04-11,"2,642.19"
2018-04-10,"2,656.87"
2018-04-09,"2,613.16"
2018-04-06,"2,604.47"
2018-04-05,"2,662.84"
2018-04-04,"2,644.69"
2018-04-03,"2,614.45"
2018-04-02,"2,581.88"
2018-03-29,"2,640.87"
2018-03-28,"2,605.00"
2018-03-27,"2,612.62"
2018-03-26,"2,658.55"
2018-03-23,"2,588.26"
2018-03-22,"2,643.69"
2018-03-21,"2,711.93"
2018-03-20,"2,716.94"
2018-03-19,"2,712.92"
2018-03-16,"2,752.01"
2018-03-15,"2,747.33"
2018-03-14,"2,749.48"
2018-03-13,"2,765.31"
2018-03-12,"2,783.02"
2018-03-09,"2,786.57"
2018-03-08,"2,738.97"
2018-03-07,"2,726.80"
2018-03-06,"2,728.12"
2018-03-05,"2,720.94"
2018-03-02,"2,691.25"
2018-03-01,"2,677.67"
2018-02-28,"2,713.83"
2018-02-27,"2,744.28"
2018-02-26,"2,779.60"
2018-02-23,"2,747.30"
2018-02-22,"2,703.96"
2018-02-21,"2,701.33"
2018-02-20,"2,716.26"
2018-02-16,"2,732.22"
2018-02-15,"2,731.20"
2018-02-14,"2,698.63"
2018-02-13,"2,662.94"
2018-02-12,"2,656.00"
2018-02-09,"2,619.55"
2018-02-08,"2,581.00"
2018-02-07,"2,681.66"
2018-02-06,"2,695.14"
2018-02-05,"2,648.94"
2018-02-02,"2,762.13"
2018-02-01,"2,821.98"
2018-01-31,"2,823.81"
2018-01-30,"2,822.43"
2018-01-29,"2,853.53"
2018-01-26,"2,872.87"
2018-01-25,"2,839.25"
2018-01-24,"2,837.54"
2018-01-23,"2,839.13"
2018-01-22,"2,832.97"
2018-01-19,"2,810.30"
2018-01-18,"2,798.03"
2018-01-17,"2,802.56"
2018-01-16,"2,776.42"
2018-01-12,"2,786.24"
2018-01-11,"2,767.56"
