Date,Close
2014-12-30,"2,080.35"
2014-12-29,"2,090.57"
2014-12-26,"2,088.77"
2014-12-24,"2,081.88"
2014-12-23,"2,082.17"
2014-12-22,"2,078.54"
2014-12-19,"2,070.65"
2014-12-18,"2,061.23"
2014-12-17,"2,012.89"
2014-12-16,"1,972.74"
2014-12-15,"1,989.63"
2014-12-12,"2,002.33"
2014-12-11,"2,035.33"
2014-12-10,"2,026.14"
2014-12-09,"2,059.82"
2014-12-08,"2,060.31"
2014-12-05,"2,075.37"
2014-12-04,"2,071.92"
2014-12-03,"2,074.33"
2014-12-02,"2,066.55"
2014-12-01,"2,053.44"
2014-11-28,"2,067.56"
2014-11-26,"2,072.83"
2014-11-25,"2,067.03"
2014-11-24,"2,069.41"
2014-11-21,"2,063.50"
2014-11-20,"2,052.75"
2014-11-19,"2,048.72"
2014-11-18,"2,051.80"
2014-11-17,"2,041.32"
2014-11-14,"2,039.82"
2014-11-13,"2,039.33"
2014-11-12,"2,038.25"
2014-11-11,"2,039.68"
2014-11-10,"2,038.26"
2014-11-07,"2,031.92"
2014-11-06,"2,031.21"
2014-11-05,"2,023.57"
2014-11-04,"2,012.10"
2014-11-03,"2,017.81"
2014-10-31,"2,018.05"
2014-10-30,"1,994.65"
2014-10-29,"1,982.30"
2014-10-28,"1,985.05"
2014-10-27,"1,961.63"
2014-10-24,"1,964.58"
2014-10-23,"1,950.82"
2014-10-22,"1,927.11"
2014-10-21,"1,941.28"
2014-10-20,"1,904.01"
2014-10-17,"1,886.76"
2014-10-16,"1,862.76"
2014-10-15,"1,862.49"
2014-10-14,"1,877.70"
2014-10-13,"1,874.74"
2014-10-10,"1,906.13"
2014-10-09,"1,928.21"
2014-10-08,"1,968.89"
2014-10-07,"1,935.10"
2014-10-06,"1,964.82"
2014-10-03,"1,967.90"
2014-10-02,"1,946.17"
2014-10-01,"1,946.16"
2014-09-29,"1,977.80"
2014-09-26,"1,982.85"
2014-09-25,"1,965.99"
2014-09-24,"1,998.30"
2014-09-23,"1,982.77"
2014-09-22,"1,994.29"
2014-09-19,"2,010.40"
2014-09-18,"2,011.36"
2014-09-17,"2,001.57"
2014-09-16,"1,998.98"
2014-09-15,"1,984.13"
2014-09-12,"1,985.54"
2014-09-11,"1,997.45"
2014-09-10,"1,995.69"
2014-09-09,"1,988.44"
2014-09-08,"2,001.54"
2014-09-05,"2,007.71"
2014-09-04,"1,997.65"
2014-09-03,"2,000.72"
2014-09-02,"2,002.28"
2014-08-29,"2,003.37"
2014-08-28,"1,996.74"
2014-08-27,"2,000.12"
2014-08-26,"2,000.02"
2014-08-25,"1,997.92"
2014-08-22,"1,988.40"
2014-08-21,"1,992.37"
2014-08-20,"1,986.51"
2014-08-19,"1,981.60"
2014-08-18,"1,971.74"
2014-08-15,"1,955.06"
2014-08-14,"1,955.18"
2014-08-13,"1,946.72"
2014-08-12,"1,933.75"
2014-08-11,"1,936.92"
2014-08-08,"1,931.59"
2014-08-07,"1,909.57"
2014-08-06,"1,920.24"
2014-08-05,"1,920.21"
2014-08-04,"1,938.99"
2014-08-01,"1,925.15"
2014-07-31,"1,930.67"
2014-07-30,"1,970.07"
2014-07-29,"1,969.95"
2014-07-28,"1,978.91"
2014-07-25,"1,978.34"
2014-07-24,"1,987.98"
2014-07-23,"1,987.01"
2014-07-22,"1,983.53"
2014-07-21,"1,973.63"
2014-07-18,"1,978.22"
2014-07-17,"1,958.12"
2014-07-16,"1,981.57"
2014-07-15,"1,973.28"
2014-07-14,"1,977.10"
2014-07-11,"1,967.57"
2014-07-10,"1,964.68"
2014-07-09,"1,972.83"
2014-07-08,"1,963.71"
2014-07-07,"1,977.65"
2014-07-03,"1,985.44"
2014-07-02,"1,974.62"
2014-07-01,"1,973.32"
2014-06-27,"1,960.96"
2014-06-26,"1,957.22"
2014-06-25,"1,959.53"
2014-06-24,"1,949.98"
2014-06-23,"1,962.61"
2014-06-20,"1,962.87"
2014-06-19,"1,959.48"
2014-06-18,"1,956.98"
2014-06-17,"1,941.99"
2014-06-16,"1,937.78"
2014-06-13,"1,936.16"
2014-06-12,"1,930.11"
2014-06-11,"1,943.89"
2014-06-10,"1,950.79"
2014-06-09,"1,951.27"
2014-06-06,"1,949.44"
2014-06-05,"1,940.46"
2014-06-04,"1,927.88"
2014-06-03,"1,924.24"
2014-06-02,"1,924.97"
2014-05-30,"1,923.57"
2014-05-29,"1,920.03"
2014-05-28,"1,909.78"
2014-05-27,"1,911.91"
2014-05-23,"1,900.53"
2014-05-22,"1,892.49"
2014-05-21,"1,888.03"
2014-05-20,"1,872.83"
2014-05-19,"1,885.08"
2014-05-16,"1,877.86"
2014-05-15,"1,870.85"
2014-05-14,"1,888.53"
2014-05-13,"1,897.45"
2014-05-12,"1,896.65"
2014-05-09,"1,878.48"
2014-05-08,"1,875.63"
2014-05-07,"1,878.21"
2014-05-06,"1,867.72"
2014-05-05,"1,884.66"
2014-05-02,"1,881.14"
2014-05-01,"1,883.68"
2014-04-30,"1,883.95"
2014-04-29,"1,878.33"
2014-04-28,"1,869.43"
2014-04-25,"1,863.40"
2014-04-24,"1,878.61"
2014-04-23,"1,875.39"
2014-04-22,"1,879.55"
2014-04-21,"1,871.89"
2014-04-17,"1,864.85"
2014-04-16,"1,862.31"
2014-04-15,"1,842.98"
2014-04-14,"1,830.61"
2014-04-11,"1,815.69"
2014-04-10,"1,833.08"
2014-04-09,"1,872.18"
2014-04-08,"1,851.96"
2014-04-07,"1,845.04"
2014-04-04,"1,865.09"
2014-04-03,"1,888.77"
2014-04-02,"1,890.90"
2014-04-01,"1,885.52"
2014-03-28,"1,857.62"
2014-03-27,"1,849.04"
2014-03-26,"1,852.56"
2014-03-25,"1,865.62"
2014-03-24,"1,857.44"
2014-03-21,"1,866.52"
2014-03-20,"1,872.01"
2014-03-19,"1,860.77"
2014-03-18,"1,872.25"
2014-03-17,"1,858.83"
2014-03-14,"1,841.13"
2014-03-13,"1,846.34"
2014-03-12,"1,868.20"
2014-03-11,"1,867.63"
2014-03-10,"1,877.17"
2014-03-07,"1,878.04"
2014-03-06,"1,877.03"
2014-03-05,"1,873.81"
2014-03-04,"1,873.91"
2014-03-03,"1,845.73"
2014-02-28,"1,859.45"
2014-02-27,"1,854.29"
2014-02-26,"1,845.16"
2014-02-25,"1,845.12"
2014-02-24,"1,847.61"
2014-02-21,"1,836.25"
2014-02-20,"1,839.78"
2014-02-19,"1,828.75"
2014-02-18,"1,840.76"
2014-02-14,"1,838.63"
2014-02-13,"1,829.83"
2014-02-12,"1,819.26"
2014-02-11,"1,819.75"
2014-02-10,"1,799.84"
2014-02-07,"1,797.02"
2014-02-06,"1,773.43"
2014-02-05,"1,751.64"
2014-02-04,"1,755.20"
2014-02-03,"1,741.89"
2014-01-31,"1,782.59"
2014-01-30,"1,794.19"
2014-01-29,"1,774.20"
2014-01-28,"1,792.50"
2014-01-27,"1,781.56"
2014-01-24,"1,790.29"
2014-01-23,"1,828.46"
2014-01-22,"1,844.86"
2014-01-21,"1,843.80"
2014-01-17,"1,838.70"
2014-01-16,"1,845.89"
2014-01-15,"1,848.38"
2014-01-14,"1,838.88"
2014-01-13,"1,819.20"
2014-01-10,"1,842.37"
2014-01-09,"1,838.13"
2014-01-08,"1,837.49"
2014-01-07,"1,837.88"
2014-01-06,"1,826.77"
2014-01-03,"1,831.37"
2014-01-02,"1,831.98"
