Date,Close
2017-12-29,"2,673.61"
2017-12-28,"2,687.54"
2017-12-27,"2,682.62"
2017-12-26,"2,680.50"
2017-12-22,"2,683.34"
2017-12-21,"2,684.57"
2017-12-20,"2,679.25"
2017-12-19,"2,681.47"
2017-12-18,"2,690.16"
2017-12-15,"2,675.81"
2017-12-14,"2,652.01"
2017-12-13,"2,662.85"
2017-12-12,"2,664.11"
2017-12-11,"2,659.99"
2017-12-08,"2,651.50"
2017-12-07,"2,636.98"
2017-12-06,"2,629.27"
2017-12-05,"2,629.57"
2017-12-04,"2,639.44"
2017-12-01,"2,642.22"
2017-11-30,"2,647.58"
2017-11-29,"2,626.07"
2017-11-28,"2,627.04"
2017-11-27,"2,601.42"
2017-11-24,"2,602.42"
2017-11-22,"2,597.08"
2017-11-21,"2,599.03"
2017-11-20,"2,582.14"
2017-11-17,"2,578.85"
2017-11-16,"2,585.64"
2017-11-15,"2,564.62"
2017-11-14,"2,578.87"
2017-11-13,"2,584.84"
2017-11-10,"2,582.30"
2017-11-09,"2,584.62"
2017-11-08,"2,594.38"
2017-11-07,"2,590.64"
2017-11-06,"2,591.13"
2017-11-03,"2,587.84"
2017-11-02,"2,579.85"
2017-11-01,"2,579.36"
2017-10-31,"2,575.26"
2017-10-30,"2,572.83"
2017-10-27,"2,581.07"
2017-10-26,"2,560.40"
2017-10-25,"2,557.15"
2017-10-24,"2,569.13"
2017-10-23,"2,564.98"
2017-10-20,"2,575.21"
2017-10-19,"2,562.10"
2017-10-18,"2,561.26"
2017-10-17,"2,559.36"
2017-10-16,"2,557.64"
2017-10-13,"2,553.17"
2017-10-12,"2,550.93"
2017-10-11,"2,555.24"
2017-10-10,"2,550.64"
2017-10-09,"2,544.73"
2017-10-06,"2,549.33"
2017-10-05,"2,552.07"
2017-10-04,"2,537.74"
2017-10-03,"2,534.58"
2017-10-02,"2,529.12"
2017-09-29,"2,519.36"
2017-09-28,"2,510.06"
2017-09-27,"2,507.04"
2017-09-26,"2,496.84"
2017-09-25,"2,496.66"
2017-09-22,"2,502.22"
2017-09-21,"2,500.60"
2017-09-20,"2,508.24"
2017-09-19,"2,506.65"
2017-09-18,"2,503.87"
2017-09-15,"2,500.23"
2017-09-14,"2,495.62"
2017-09-13,"2,498.37"
2017-09-12,"2,496.48"
2017-09-11,"2,488.11"
2017-09-08,"2,461.43"
2017-09-07,"2,465.10"
2017-09-06,"2,465.54"
2017-09-05,"2,457.85"
2017-09-01,"2,476.55"
2017-08-31,"2,471.65"
2017-08-30,"2,457.59"
2017-08-29,"2,446.30"
2017-08-28,"2,444.24"
2017-08-25,"2,443.05"
2017-08-24,"2,438.97"
2017-08-23,"2,444.04"
2017-08-22,"2,452.51"
2017-08-21,"2,428.37"
2017-08-18,"2,425.55"
2017-08-17,"2,430.01"
2017-08-16,"2,468.11"
2017-08-15,"2,464.61"
2017-08-14,"2,465.84"
2017-08-11,"2,441.32"
2017-08-10,"2,438.21"
2017-08-09,"2,474.02"
2017-08-08,"2,474.92"
2017-08-07,"2,480.91"
2017-08-04,"2,476.83"
2017-08-03,"2,472.16"
2017-08-02,"2,477.57"
2017-08-01,"2,476.35"
2017-07-31,"2,470.30"
2017-07-28,"2,472.10"
2017-07-27,"2,475.42"
2017-07-26,"2,477.83"
2017-07-25,"2,477.13"
2017-07-24,"2,469.91"
2017-07-21,"2,472.54"
2017-07-20,"2,473.45"
2017-07-19,"2,473.83"
2017-07-18,"2,460.61"
2017-07-17,"2,459.14"
2017-07-14,"2,459.27"
2017-07-13,"2,447.83"
2017-07-12,"2,443.25"
2017-07-11,"2,425.53"
2017-07-10,"2,427.43"
2017-07-07,"2,425.18"
2017-07-06,"2,409.75"
2017-07-05,"2,432.54"
2017-07-03,"2,429.01"
2017-06-29,"2,419.70"
2017-06-28,"2,440.69"
2017-06-27,"2,419.38"
2017-06-26,"2,439.07"
2017-06-23,"2,438.30"
2017-06-22,"2,434.50"
2017-06-21,"2,435.61"
2017-06-20,"2,437.03"
2017-06-19,"2,453.46"
2017-06-16,"2,433.15"
2017-06-15,"2,432.46"
2017-06-14,"2,437.92"
2017-06-13,"2,440.35"
2017-06-12,"2,429.39"
2017-06-09,"2,431.77"
2017-06-08,"2,433.79"
2017-06-07,"2,433.14"
2017-06-06,"2,429.33"
2017-06-05,"2,436.10"
2017-06-02,"2,439.07"
2017-06-01,"2,430.06"
2017-05-31,"2,411.80"
2017-05-30,"2,412.91"
2017-05-26,"2,415.82"
2017-05-25,"2,415.07"
2017-05-24,"2,404.39"
2017-05-23,"2,398.42"
2017-05-22,"2,394.02"
2017-05-19,"2,381.73"
2017-05-18,"2,365.72"
2017-05-17,"2,357.03"
2017-05-16,"2,400.67"
2017-05-15,"2,402.32"
2017-05-12,"2,390.90"
2017-05-11,"2,394.44"
